Entry,uniref50id,EC number,Taxonomic lineage (SUPERKINGDOM),EMBL_CDS_id
Q49ZK0,UniRef50_Q9ZB09,2.7.7.12,Bacteria,BAE17776.1
Q46PS3,UniRef50_Q46PS3,4.2.1.70,Bacteria,AAZ64861.1
P0DG06,UniRef50_P72525,5.6.2.2,Bacteria,AAM79232.1
B7KKJ9,UniRef50_Q8DGJ7,2.4.2.9,Bacteria,ACK72332.1
P0AD65,UniRef50_P0AD67,3.4.16.4,Bacteria,CAA28201.1
Q13496,UniRef50_Q13496,3.1.3.95; 3.1.3.64,Eukaryota,BAH12477.1
A4WE30,UniRef50_Q05529,5.3.1.17,Bacteria,ABP61960.1
B5YY97,UniRef50_Q5E2Y4,2.7.1.39,Bacteria,ACI34694.1
A5UIR2,UniRef50_Q8X9Y8,2.4.1.227,Bacteria,ABR00668.1
Q0SZ93,UniRef50_Q8FBE0,5.3.1.14,Bacteria,ABF05622.1
Q9MZ30,UniRef50_O43570,4.2.1.1,Eukaryota,AAF91392.2
P33993,UniRef50_P33993,3.6.4.12,Eukaryota,EAL23856.1
B4RFS2,UniRef50_Q1ME31,6.3.2.9,Bacteria,ACG78735.1
B6EMB5,UniRef50_P33038,2.5.1.7,Bacteria,CAQ78196.1
A9HKY5,UniRef50_A9HKY5,2.7.7.6,Bacteria,CAP56100.1
P27656,UniRef50_P27656,3.1.1.3,Eukaryota,AAH21841.1
O14929,UniRef50_O14929,2.3.1.48,Eukaryota,EAX11195.1
P0A7A9,UniRef50_P0A7B0,3.6.1.1,Bacteria,AAA97123.1
P24970,UniRef50_P03891,7.1.1.2,Eukaryota,CAA43445.1
Q65IW0,UniRef50_Q65IW0,4.2.1.8,Bacteria,AAU23641.2
Q44633,UniRef50_Q44633,3.6.-.-,Bacteria,AAM67589.1
Q9DAK9,UniRef50_Q9DAK9,3.9.1.3,Eukaryota,BAB24222.1
A6VZE3,UniRef50_Q5QYC3,3.1.-.-,Bacteria,ABR71822.1
P05031,UniRef50_P05031,4.1.1.28,Eukaryota,AAF53762.1
P93960,UniRef50_P12073,2.7.7.6,Eukaryota,CAB01342.1
P51259,UniRef50_P29707,7.1.2.2,Eukaryota,AAC08145.1
P9WFE9,UniRef50_Q2YPD6,3.5.1.5,Bacteria,AAC37006.1
A4W3A5,UniRef50_Q8Y9P2,2.1.1.192,Bacteria,ABP92844.1
A0ALT7,UniRef50_Q035B2,7.-.-.-,Bacteria,CAK21969.1
A9AZY8,UniRef50_A9WHB1,2.8.4.3,Bacteria,ABX03695.1
Q9D270,UniRef50_Q9D270,2.3.1.225,Eukaryota,AAO27361.1
B0STV8,UniRef50_B0SI93,2.5.1.16,Bacteria,ABZ99642.1
P0C0X1,UniRef50_P0C0X1,2.5.1.15,Bacteria,CAC29732.1
Q5LMQ6,UniRef50_A3PGJ0,2.7.7.6,Bacteria,AAV96732.1
Q9UBP0,UniRef50_Q9UBP0,5.6.1.1,Eukaryota,BAA83035.1
P05466,UniRef50_P05466,2.5.1.19,Eukaryota,AAB82633.1
B1ME26,UniRef50_Q8Y825,6.3.1.5,Bacteria,CAM63495.1
P0DH75,UniRef50_P0DH75,2.4.2.10,Bacteria,AAO81488.1
B3Q6P2,UniRef50_Q9ZFA4,3.4.21.88,Bacteria,ACF01751.1
Q3B0I6,UniRef50_Q5V2X0,4.1.99.17,Bacteria,ABB25142.1
C7J0A2,UniRef50_C7J0A2,5.6.2.1,Eukaryota,AAM15783.1
P46551,UniRef50_P46551,2.7.11.22; 2.7.11.23,Eukaryota,CAA84302.3
Q971Z7,UniRef50_P50384,2.4.2.18,Archaea,BAB66272.1
P38131,UniRef50_P38131,2.4.1.-,Eukaryota,CAA79686.1
Q8XE10,UniRef50_Q8ZPU1,3.5.1.105,Bacteria,AAG56719.1
Q4DKQ5,UniRef50_Q57WW6,3.1.-.-,Eukaryota,EAN93107.1
Q5LFI6,UniRef50_Q97D53,6.3.4.20,Bacteria,CAH07108.1
Q8SVB5,UniRef50_Q8SVB5,5.2.1.8,Eukaryota,CAD25432.1
Q8X260,UniRef50_Q8X260,3.1.21.7,Archaea,AAL61958.1
C4LH71,UniRef50_C4LH71,2.3.1.189,Bacteria,ACR17176.1
Q9VPK7,UniRef50_Q9VPK7,5.4.99.25,Eukaryota,AAL39591.1
O12934,UniRef50_P41452,2.7.7.6,Viruses,AAC59053.1
A1BI64,UniRef50_Q8KBF7,2.7.7.38,Bacteria,ABL66091.1
Q9SJE1,UniRef50_Q9SJE1,6.6.1.1,Eukaryota,AAF22895.1
Q01015,UniRef50_Q01015,2.7.1.-,Viruses,CAA45659.1
P0C0X1,UniRef50_P0C0X1,2.5.1.15,Bacteria,BAA84079.1
P81299,UniRef50_P81299,3.1.3.48,Eukaryota,AAT74542.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR94288.1
Q9SMY7,UniRef50_Q9SMY7,3.1.1.11,Eukaryota,AEE86192.1
Q9FX92,UniRef50_Q9SMN0,3.1.1.1,Eukaryota,AAG13050.1
Q58950,UniRef50_Q58950,6.1.1.23,Archaea,AAB99575.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR95380.1
B4RVJ6,UniRef50_A0KHH7,3.1.26.4,Bacteria,AEA97223.1
Q2G9H1,UniRef50_Q2G9H1,3.6.1.9,Bacteria,ABD25502.1
Q8RXD6,UniRef50_Q8RXD6,2.3.2.27,Eukaryota,AAM14833.1
Q1JLM2,UniRef50_Q819X4,2.1.1.74,Bacteria,ABF32197.1
Q8KTH8,UniRef50_Q9PA87,2.7.7.6,Bacteria,AAM74071.1
Q0DCT8,UniRef50_Q39183,2.7.11.1,Eukaryota,BAG94521.1
Q3YWB0,UniRef50_P44306,3.1.26.5,Bacteria,AAZ90202.1
Q2RJG0,UniRef50_Q2RJG0,2.5.1.75,Bacteria,ABC19429.1
P05031,UniRef50_P05031,4.1.1.28,Eukaryota,AAO16847.1
Q7K738,UniRef50_Q7K738,2.3.2.23,Eukaryota,AAF57787.1
A0LVA2,UniRef50_A0LVA2,4.2.1.33,Bacteria,ABK53362.1
Q2G601,UniRef50_A5VAN5,2.7.1.33,Bacteria,ABD26722.1
Q3KIP5,UniRef50_Q88DK7,2.1.1.-,Bacteria,ABA72361.1
Q81P94,UniRef50_P97027,7.6.2.-,Bacteria,AAT55023.1
Q09LZ8,UniRef50_Q09LZ8,3.4.17.-,Eukaryota,CAO77917.1
Q9K820,UniRef50_P77973,6.3.4.5,Bacteria,BAB06906.1
Q6PBW5,UniRef50_Q6PBW5,3.1.1.64; 5.3.3.22,Eukaryota,AAH59559.1
Q8RWN9,UniRef50_Q8RWN9,2.3.1.12,Eukaryota,AAN17421.1
B3QCH6,UniRef50_Q9ABE7,2.3.1.117,Bacteria,ACE99189.1
Q8LE94,UniRef50_Q8LE94,2.3.2.27,Eukaryota,AAF02127.1
Q8D2R3,UniRef50_Q8D2R3,2.1.2.-,Bacteria,BAC24437.1
A2BQY7,UniRef50_Q7V1D0,6.3.5.7,Bacteria,ABM70198.1
Q1QV22,UniRef50_Q5QYC3,3.1.-.-,Bacteria,ABE59686.1
Q0BN75,UniRef50_Q14J44,7.6.2.-,Bacteria,ABI82459.1
A5HYC0,UniRef50_A9NHH8,2.7.2.3,Bacteria,ABS39087.1
Q5HQJ5,UniRef50_Q5HQJ5,3.1.-.-; 3.6.4.12,Bacteria,AAW53933.1
Q0HM62,UniRef50_Q8EIB1,2.7.2.3,Bacteria,ABI37855.1
A0KNR2,UniRef50_P57339,2.4.2.22,Bacteria,ABK36045.1
Q8ZPV2,UniRef50_P59086,2.6.1.81,Bacteria,AAL20228.1
P83510,UniRef50_Q9UKE5-6,2.7.11.1,Eukaryota,BAC65588.2
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP91153.1
Q28FQ5,UniRef50_O95551,3.1.4.-,Eukaryota,CAJ81630.1
Q6HDY6,UniRef50_Q5WF61,3.1.11.6,Bacteria,AAT63126.1
O95677,UniRef50_O95677,3.1.3.48,Eukaryota,CAA07816.1
Q823H7,UniRef50_O84067,3.6.5.n1,Bacteria,AAP05179.1
B7V3D2,UniRef50_A6VDG0,2.7.1.71,Bacteria,CAW30183.1
Q8RMD1,UniRef50_Q8RMD1,5.1.3.35,Bacteria,CAD29485.2
O42809,UniRef50_O74213,3.2.1.15,Eukaryota,CAA74744.1
P03186,UniRef50_P03186,3.4.19.12; 3.4.22.-,Viruses,CAD53402.1
Q2L088,UniRef50_Q886M3,4.2.1.11,Bacteria,CAJ48774.1
Q88Z31,UniRef50_Q83XX3,3.4.24.-,Bacteria,CCC78035.1
Q07XZ7,UniRef50_Q8EIH0,6.3.2.1,Bacteria,ABI73117.1
P46461,UniRef50_P46461,3.6.4.6,Eukaryota,AAA83413.1
Q9ZKX9,UniRef50_Q9Z6C1,3.6.1.26,Bacteria,AAD06387.1
Q8BJW7,UniRef50_Q96AY2,3.1.22.-,Eukaryota,AAH89459.1
Q7MI39,UniRef50_Q9KPL8,2.4.2.4,Bacteria,BAC95442.1
Q8IW92,UniRef50_Q8IW92,3.2.1.-,Eukaryota,BAC11149.1
A1VR16,UniRef50_B2JF00,2.6.1.52,Bacteria,ABM38094.1
A1KGT6,UniRef50_Q4JXF0,6.3.5.3,Bacteria,CAL70841.1
Q6DW76,UniRef50_Q6DW76,2.4.1.241,Eukaryota,AAT67420.1
Q8DA32,UniRef50_Q65VI3,2.1.2.-,Bacteria,AAO10752.1
Q2KI06,UniRef50_Q8TCD6,3.1.3.74,Eukaryota,AAI12816.1
Q9M9W9,UniRef50_Q9M9W9,3.1.3.16,Eukaryota,AAM10415.1
Q2NVM4,UniRef50_Q2NVM4,2.7.7.60,Bacteria,BAE73801.1
Q8K203,UniRef50_Q8TAT5,3.2.2.-; 4.2.99.18,Eukaryota,AAH24921.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP89047.1
C5CIV6,UniRef50_Q00820,7.1.2.2,Bacteria,ACR78945.1
Q8WTX9,UniRef50_Q8WTX9,2.3.1.225,Eukaryota,AAH21908.1
A4G0I4,UniRef50_Q58201,4.3.2.1,Archaea,ABO35968.1
B4HSL7,UniRef50_Q7JWW5,2.7.7.-,Eukaryota,EDW47044.1
Q8EX08,UniRef50_Q8EX08,6.1.1.9,Bacteria,BAC43832.1
P0CZ52,UniRef50_Q9A0H3,3.1.-.-; 3.6.4.12,Bacteria,AAM79121.1
B4S3W8,UniRef50_P61940,2.5.1.78,Bacteria,ACF45314.1
C0ZC50,UniRef50_Q65HT9,5.4.2.7,Bacteria,BAH43359.1
P0AGL3,UniRef50_P0AGL3,3.5.4.-,Bacteria,AAN82312.1
C8V9R7,UniRef50_C8V9R7,4.2.1.66,Eukaryota,CBF78050.1
P26574,UniRef50_P31333,4.1.1.39,Eukaryota,CAA49413.1
Q5UCB8,UniRef50_P09866,3.4.21.91; 3.6.1.15; 3.6.4.13; 2.1.1.56; 2.1.1.57; 2.7.7.48,Viruses,AAV31422.1
Q9P2P5,UniRef50_Q9P2P5,2.3.2.26,Eukaryota,CAH18262.1
Q8TDE3,UniRef50_Q8TDE3,3.1.27.-,Eukaryota,AAI37538.1
P11245,UniRef50_P11245,2.3.1.5,Eukaryota,BAA14096.1
A9C3H8,UniRef50_Q221E5,4.1.1.65,Bacteria,ABX37289.1
P41293,UniRef50_P00395,7.1.1.9,Eukaryota,CAA50997.1
Q5R1W3,UniRef50_P00736,3.4.21.41,Eukaryota,BAD74035.1
P49078,UniRef50_P49078,6.3.5.4,Eukaryota,AAM20242.1
Q49848,UniRef50_A0QVY5,3.4.21.88,Bacteria,AAA17282.1
Q99P21,UniRef50_Q99P21,3.2.2.31,Eukaryota,AAG16632.1
B5BL07,UniRef50_Q6D984,2.1.1.172,Bacteria,CAR62353.1
Q8ER09,UniRef50_P71018,2.3.1.274,Bacteria,BAC13478.1
A3CVD3,UniRef50_A3CVD3,3.6.3.-,Archaea,ABN57333.1
P35683,UniRef50_Q02748,3.6.4.13,Eukaryota,BAG99594.1
O93982,UniRef50_P32485,2.7.11.24,Eukaryota,CAR27770.1
Q50028,UniRef50_Q50028,2.4.2.14,Bacteria,AAA62988.1
Q8SEM9,UniRef50_P24894,7.1.1.9,Eukaryota,AAM09719.1
Q898E6,UniRef50_A4IPB5,4.2.1.44,Bacteria,AAO35135.1
P57816,UniRef50_P64258,2.7.8.13,Bacteria,AAK02223.1
A6U2E3,UniRef50_P80698,5.2.1.8,Bacteria,ABR52611.1
C1CL09,UniRef50_Q8CWR0,6.3.5.5,Bacteria,ACO21160.1
Q6FKN8,UniRef50_Q09747,3.6.4.13,Eukaryota,CAG62178.1
Q7MN25,UniRef50_P30750,7.4.2.11,Bacteria,BAC93656.1
Q2NI73,UniRef50_P37527,4.3.3.6,Archaea,ABC56491.1
Q4G0N4,UniRef50_Q4G0N4,2.7.1.23,Eukaryota,AAQ62967.1
W5U2K2,UniRef50_W5U2K2,2.1.1.99,Eukaryota,ADP00410.1
Q9PKI4,UniRef50_Q9XEA0,6.1.1.4,Bacteria,AAF39327.1
O00571,UniRef50_O00571,3.6.4.13,Eukaryota,BAF83842.1
Q9FKK6,UniRef50_Q9FKK6,3.1.-.-,Eukaryota,BAD44661.1
Q13206,UniRef50_Q13206,3.6.4.13,Eukaryota,AAH91521.1
Q9ZUU1,UniRef50_Q9ZUU1,2.7.4.3,Eukaryota,AAM62806.1
B1JGM2,UniRef50_Q2YA96,7.1.1.-,Bacteria,ACA67862.1
B6IZ24,UniRef50_Q21RH8,6.3.5.-,Bacteria,ACJ17952.1
P38398,UniRef50_P38398,2.3.2.27,Eukaryota,AAC00049.1
B9F4Q9,UniRef50_A4GWX9,2.3.2.27,Eukaryota,BAD28268.1
B4STV2,UniRef50_Q8EIB1,2.7.2.3,Bacteria,ACF52915.1
A8F2C3,UniRef50_Q925Z2,2.7.7.6,Bacteria,ABV85059.1
P29946,UniRef50_P29946,6.3.5.11,Bacteria,AAA27252.1
Q9C585,UniRef50_Q9C585,3.4.19.12,Eukaryota,AED92970.1
Q6H6R9,UniRef50_Q9FIM2,3.4.24.-,Eukaryota,BAS80044.1
P94549,UniRef50_P94549,4.2.1.17,Bacteria,CAA99573.1
B7USC5,UniRef50_Q32G86,3.5.1.96,Bacteria,CAS09420.1
B7VBJ0,UniRef50_Q8Z887,4.6.1.17,Bacteria,CAW25786.1
Q1GVM5,UniRef50_A5V9D8,2.1.1.177,Bacteria,ABF52297.1
Q9NPH3,UniRef50_Q9NPH3,3.2.2.6,Eukaryota,AAF71687.1
Q8BG19,UniRef50_Q5T4D3,2.4.1.109,Eukaryota,BAC32288.1
C4ZVR1,UniRef50_Q6N8F8,2.8.3.16,Bacteria,ACR63138.1
Q5BFG8,UniRef50_Q5BFG8,3.2.1.21,Eukaryota,ABF50843.1
A8GIE9,UniRef50_P56220,2.3.1.117,Bacteria,ABV42889.1
P08631,UniRef50_P08631,2.7.10.2,Eukaryota,BAF82585.1
Q2SFK0,UniRef50_Q2SFK0,3.1.1.61; 3.5.1.44,Bacteria,ABC30574.1
Q859P9,UniRef50_Q859P9,2.7.7.6,Viruses,AAO24831.2
A0Q4L4,UniRef50_Q8EEU0,2.7.4.6,Bacteria,ABK89179.1
Q9ZU49,UniRef50_Q9ZU49,3.1.3.-,Eukaryota,AAM63082.1
Q9QAB8,UniRef50_P03156,2.7.7.7; 2.7.7.49; 3.1.26.4,Viruses,AAF24740.1
Q3ZUZ8,UniRef50_A7MK09,4.2.1.109,Bacteria,CAJ27336.1
P39205,UniRef50_P39205,2.7.7.75; 2.10.1.1,Eukaryota,CAB65852.1
A8Z3X3,UniRef50_Q6GH13,4.3.3.7,Bacteria,ABX29341.1
Q39022,UniRef50_Q39021,2.7.11.24,Eukaryota,BAA03536.1
P34859,UniRef50_P34859,7.1.1.2,Eukaryota,AAB96807.1
A1SAP5,UniRef50_Q8E9H5,5.1.1.7,Bacteria,ABM01452.1
P57892,UniRef50_Q9ZDE5,3.6.4.12,Bacteria,AAK03060.1
P05031,UniRef50_P05031,4.1.1.28,Eukaryota,AAO16858.1
Q8W9M5,UniRef50_O79438,7.1.1.2,Eukaryota,CAD18919.1
Q3UN04,UniRef50_Q70CQ3,3.4.19.12,Eukaryota,BAC37154.1
B2UUF7,UniRef50_Q7VK64,6.1.1.20,Bacteria,ACD48489.1
Q5NGX7,UniRef50_B3PIA0,2.7.7.8,Bacteria,CAG45332.1
B0CHX5,UniRef50_Q8UD97,3.1.1.29,Bacteria,ABY38626.1
F4JHA2,UniRef50_F4JHA2,2.7.6.5,Eukaryota,BAE99068.1
Q6LXF3,UniRef50_Q6LXF3,3.-.-.-,Archaea,CAF30954.1
A1KM35,UniRef50_B2HM03,3.6.1.23,Bacteria,CAL72698.1
Q0KF88,UniRef50_Q1LS75,2.3.1.47,Bacteria,CAJ91333.1
Q058P4,UniRef50_Q058P4,2.3.2.27,Eukaryota,ABJ17109.1
B1JHJ1,UniRef50_Q7MLR5,6.1.1.16,Bacteria,ACA69423.1
P38070,UniRef50_P38070,2.7.11.1,Eukaryota,CAA84970.1
B2IBH3,UniRef50_Q98HL0,2.8.1.13,Bacteria,ACB96599.1
P49078,UniRef50_P49078,6.3.5.4,Eukaryota,AAL31889.1
Q8L7I0,UniRef50_Q8L7I0,3.2.1.4,Eukaryota,AAC35539.1
Q7V677,UniRef50_A2BVE5,5.4.3.8,Bacteria,CAE21471.1
Q3YTK0,UniRef50_Q7BU69,3.4.22.-,Bacteria,AAZ91162.1
B8J8M9,UniRef50_B8J4S2,6.1.1.11,Bacteria,ACL67315.1
Q9HU53,UniRef50_Q9HU53,5.4.2.12,Bacteria,AAG08516.1
Q96LD8,UniRef50_Q96LD8,3.4.22.-,Eukaryota,AAL06294.1
P20192,UniRef50_P23743,2.7.1.107,Eukaryota,CAA37347.1
P00796,UniRef50_P00797,3.4.23.15,Eukaryota,AAH11157.1
P00957,UniRef50_Q8ZBT8,6.1.1.7,Bacteria,AAA71918.1
Q0W5A8,UniRef50_Q8TL01,2.4.2.57,Archaea,CAJ36435.1
Q8INK6,UniRef50_Q8INK6,3.5.1.28,Eukaryota,AAR99113.1
Q8ZXK6,UniRef50_A1RU25,3.6.1.7,Archaea,AAL63341.1
Q9SCQ2,UniRef50_Q9SCQ2,2.3.2.26,Eukaryota,BAE99175.1
B0DZL3,UniRef50_B0DZL3,3.4.11.9,Eukaryota,EDQ99959.1
Q97NZ6,UniRef50_Q8DNK7,2.7.1.6,Bacteria,AAK75925.1
A2CCI1,UniRef50_Q7VDT7,3.1.1.29,Bacteria,ABM79191.1
P9WQ27,UniRef50_P9WQ26,2.4.1.18,Bacteria,CCP45839.1
Q8N3T1,UniRef50_Q8N3T1,2.4.1.41,Eukaryota,CAD38585.1
A9R092,UniRef50_Q4KC81,3.5.1.n3,Bacteria,ABX85183.1
P0A9V1,UniRef50_P0A9V3,7.5.2.-,Bacteria,AAC76233.1
Q5FMC0,UniRef50_Q8EBN8,2.1.2.1,Bacteria,AAV42154.1
Q8A677,UniRef50_Q8A677,2.7.4.8,Bacteria,AAO77116.1
P44009,UniRef50_P44009,3.1.3.2,Bacteria,AAC22151.1
B6I7K0,UniRef50_Q0T2M6,2.4.2.43,Bacteria,BAG78040.1
Q9LET1,UniRef50_O80673,2.7.11.1,Eukaryota,AEE79562.1
Q2TA32,UniRef50_P07607,2.1.1.45,Eukaryota,AAF66224.1
Q75L42,UniRef50_Q9LGV5,2.7.11.1,Eukaryota,BAF16492.1
A8GQX7,UniRef50_Q8UFS8,6.3.5.7,Bacteria,ABV75802.1
Q8NCW5,UniRef50_Q8NCW5,5.1.99.6,Eukaryota,AAI00935.1
Q6NKS1,UniRef50_Q6NKS1,3.1.3.16,Eukaryota,AED90379.1
O05386,UniRef50_Q9RC80,2.7.4.25,Bacteria,CAA70151.1
Q8KA16,UniRef50_O05956,4.2.99.18,Bacteria,AAM67680.1
Q68XG2,UniRef50_P41080,5.6.2.2,Bacteria,AAU03680.1
Q21452,UniRef50_O13642,2.8.1.8,Eukaryota,CAA86516.1
P54764,UniRef50_Q03137,2.7.10.1,Eukaryota,AAA74246.1
A0KGF0,UniRef50_Q2JDK2,3.6.5.n1,Bacteria,ABK37895.1
A7J3A6,UniRef50_O37061,2.7.7.48,Viruses,ABU87834.1
P48980,UniRef50_Q9SCW1,3.2.1.23,Eukaryota,CAA58734.1
F4J8C6,UniRef50_F4J8C6,2.7.4.21; 2.7.4.24,Eukaryota,AAF26144.1
A1BJI4,UniRef50_Q8KG83,2.7.1.23,Bacteria,ABL66561.1
Q5R0B0,UniRef50_Q5R0B0,6.1.1.11,Bacteria,AAV81504.1
Q96T52,UniRef50_Q96T52,3.4.21.-,Eukaryota,AAS02043.1
A1TI97,UniRef50_Q605I7,2.1.1.195,Bacteria,ABM30685.1
B2UN91,UniRef50_B2UN91,6.1.1.17,Bacteria,ACD05702.1
A5UDX6,UniRef50_Q87KN2,3.4.21.88,Bacteria,ABQ98977.1
Q8X5T5,UniRef50_Q8ZKF6,6.2.1.1,Bacteria,BAB38474.1
O00743,UniRef50_O00743,3.1.3.16,Eukaryota,BAG35253.1
C0SP99,UniRef50_C0SP99,2.-.-.-,Bacteria,CAB12129.2
A5F5R5,UniRef50_Q8X444,3.2.2.27,Bacteria,ABQ21877.1
Q0IID9,UniRef50_P32189,2.7.1.30,Eukaryota,AAI22693.1
A6TC10,UniRef50_Q8ZNB2,2.1.1.61; 1.5.-.-,Bacteria,ABR78131.1
Q84C00,UniRef50_A3DBX3,3.2.1.73,Bacteria,CAA41281.1
Q55GV3,UniRef50_Q55GV3,2.7.11.1,Eukaryota,EAL73178.2
Q40392,UniRef50_Q40392,3.2.2.6,Eukaryota,AAA50763.1
Q38861,UniRef50_Q38861,3.6.4.12,Eukaryota,AED94670.1
A1AHH8,UniRef50_A8ARN4,6.5.1.2,Bacteria,ABJ03118.1
A5GJG7,UniRef50_Q85G50,2.1.3.15,Bacteria,CAK23082.1
B7L9F8,UniRef50_P69737,4.1.2.19,Bacteria,CAV01086.1
Q3Z8K0,UniRef50_A9WGJ7,6.1.1.23,Bacteria,AAW39989.1
Q04NF4,UniRef50_Q04NF4,2.1.1.195,Bacteria,ABJ77566.1
Q50291,UniRef50_P47428,5.4.99.12,Bacteria,AAC43685.1
P33333,UniRef50_P33333,2.3.1.51,Eukaryota,AAA16514.1
B1IZ49,UniRef50_A6TBC8,4.3.2.10,Bacteria,ACA77275.1
Q0BWJ8,UniRef50_Q9A2L5,2.1.3.15,Bacteria,ABI75588.1
A3LYE4,UniRef50_A3LYE4,4.2.1.10,Eukaryota,ABN67969.1
D0K799,UniRef50_Q99X99,2.5.1.140,Bacteria,ACY10031.1
Q1LY77,UniRef50_Q9UPS6,2.1.1.354,Eukaryota,CAK10781.2
Q99504,UniRef50_Q99504,3.1.3.48,Eukaryota,EAX07714.1
Q7XKA8,UniRef50_Q940H6,2.7.11.1,Eukaryota,AEF00934.1
B8ZSC7,UniRef50_P60281,2.7.7.6,Bacteria,CAR71987.1
Q9CAU2,UniRef50_Q8H780,3.4.16.-,Eukaryota,AAG52136.1
A7Z4Y0,UniRef50_A7Z4Y0,2.3.1.39,Bacteria,ABS74056.1
P14638,UniRef50_P07345,4.2.1.20,Archaea,AAA72854.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR92728.1
Q96PD5,UniRef50_Q96PD5,3.5.1.28,Eukaryota,AAL05629.1
Q1QCP8,UniRef50_Q4FTN9,2.1.1.173; 2.1.1.264,Bacteria,ABE74555.1
Q11WK6,UniRef50_Q11WK6,4.1.99.12; 3.5.4.25,Bacteria,ABG58210.1
B5E7M5,UniRef50_Q01999,4.1.1.48,Bacteria,ACF55982.1
Q9UKM7,UniRef50_Q9UKM7,3.2.1.113,Eukaryota,AAF03215.1
B8HLK8,UniRef50_B1X3K4,3.6.5.n1,Bacteria,ACL43496.1
Q8TSA8,UniRef50_Q8E9I8,7.3.2.1,Archaea,AAM04329.1
Q94DR2,UniRef50_Q9ZQH0,2.7.1.24,Eukaryota,BAB61227.1
Q9V1N7,UniRef50_O74023,2.1.1.63,Archaea,CCE69768.1
P51878,UniRef50_P51878,3.4.22.58,Eukaryota,ABB58700.1
B8ZLB1,UniRef50_P37808,7.1.2.2,Bacteria,CAR69256.1
A4WWV6,UniRef50_A4WWV6,3.6.1.-,Bacteria,ABP71870.1
P0A991,UniRef50_P0A992,4.1.2.13,Bacteria,AAC75158.2
Q9QWR8,UniRef50_P17050,3.2.1.49,Eukaryota,AAC28851.1
Q9UY33,UniRef50_Q5JHP5,4.6.1.16,Archaea,CCE71143.1
P58636,UniRef50_P25536,3.6.1.9,Bacteria,AAS64023.1
P0A282,UniRef50_Q57NM8,3.1.1.29,Bacteria,AAB06185.1
O34328,UniRef50_O34328,2.7.4.8,Bacteria,CAA74271.1
B7LCN8,UniRef50_B2FLX2,2.4.2.9,Bacteria,CAU98656.1
Q9Y2K6,UniRef50_Q9Y2K6,3.4.19.12,Eukaryota,AAL79676.1
P26802,UniRef50_P26802,3.6.4.13,Eukaryota,AAF49419.1
Q6UWW8,UniRef50_Q6UWW8,3.1.1.1,Eukaryota,AAH53670.1
Q9PBC7,UniRef50_B2FPM1,3.1.3.15; 4.2.1.19,Bacteria,AAF85016.1
Q13164,UniRef50_Q13164,2.7.11.24,Eukaryota,EAW50886.1
Q13470,UniRef50_Q13470,2.7.10.2,Eukaryota,AAH35782.1
Q9PK97,UniRef50_Q9Z9C7,3.1.26.3,Bacteria,AAF39406.1
P53592,UniRef50_P80886,6.2.1.5,Bacteria,CAA54876.1
Q74AT9,UniRef50_Q74AT9,2.4.1.182,Bacteria,AAR35637.1
B6JNB7,UniRef50_P56141,4.2.1.20,Bacteria,ACJ08395.1
A0RHZ3,UniRef50_Q9CIS5,2.3.1.89,Bacteria,ABK86836.1
Q5YRZ2,UniRef50_Q8FPQ4,3.2.2.27,Bacteria,BAD59049.1
D3RX66,UniRef50_Q8TJB5,3.4.25.1,Archaea,ADC65079.1
B1LEG3,UniRef50_Q8XB59,2.7.8.20,Bacteria,ACB18363.1
B8YIE8,UniRef50_B8YIE8,3.2.2.-,Eukaryota,BAF17599.1
Q24X66,UniRef50_Q24X66,2.5.1.75,Bacteria,BAE83376.1
P55215,UniRef50_P29594,3.4.22.55,Eukaryota,AAD33684.1
Q9DCY0,UniRef50_Q6IB77,2.3.1.13,Eukaryota,BAE38231.1
B1WX86,UniRef50_B1WX86,3.1.-.-,Bacteria,ACB50830.1
Q9JXM2,UniRef50_Q9JXM2,4.1.1.20,Bacteria,AAF42304.1
Q8NNN5,UniRef50_Q8NNN5,2.4.1.227,Bacteria,CAB66324.1
Q5XDA6,UniRef50_P66670,3.1.26.3,Bacteria,AAT86607.1
A8MAV7,UniRef50_Q8U0N7,6.5.1.4,Archaea,ABW01143.1
Q9SID0,UniRef50_Q9FLH8,2.7.1.4,Eukaryota,AAM62966.1
B4F6W9,UniRef50_Q14669,2.3.2.26,Eukaryota,AAI66201.1
B0VT08,UniRef50_Q8EDL5,3.4.24.-,Bacteria,CAP00195.1
P05031,UniRef50_P05031,4.1.1.28,Eukaryota,CAA29409.2
A9FGE0,UniRef50_A9FGE0,2.7.4.3,Bacteria,CAN98112.1
Q8DD00,UniRef50_P05147,4.2.1.10,Bacteria,AAO09693.2
A6T3H8,UniRef50_Q9S0Q8,2.7.7.6,Bacteria,ABR88933.1
Q9P3K9,UniRef50_Q9P3K9,2.1.1.290; 2.3.1.231,Eukaryota,ESA43542.1
P63808,UniRef50_Q11CK5,2.7.1.33,Bacteria,AAL53220.1
Q8MA12,UniRef50_Q85BW1,2.7.7.6,Eukaryota,AAM96566.1
B8CWL4,UniRef50_P41972,6.1.1.5,Bacteria,ACL69683.1
