Entry	Entry name	Length	EC number	Cross-reference (Pfam)	Taxonomic lineage (SUPERKINGDOM)
Q7VKU5	DUSC_HAEDU	325	1.3.1.-	PF01207;	Bacteria
Q8ZGV2	DUSC_YERPE	312	1.3.1.-	PF01207;	Bacteria
A4QF22	DXR_CORGB	392	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q7VIT0	DXR_HELHP	369	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
B3PBQ4	DXR_CELJU	398	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q2GGR4	DXR_EHRCR	386	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
C6E518	DXR_GEOSM	385	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
B8ZRU7	DXR_MYCLB	406	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
C6DAI7	DXR_PECCP	398	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A4WUH5	DXR_RHOS5	394	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A5UI29	DSBD_HAEIG	579	1.8.1.8	PF11412;PF02683;PF00085;	Bacteria
Q7NID1	DXR_GLOVI	392	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q3KHA6	DXR_PSEPF	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q1C0X4	DSBD_YERPA	595	1.8.1.8	PF11412;PF02683;	Bacteria
A1SYV7	DXR_PSYIN	399	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q83GY8	DXR_TROWT	368	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A6TH46	DSBD_KLEP7	598	1.8.1.8	PF11412;PF02683;	Bacteria
A3QFX1	FABV_SHELP	400	1.3.1.9	PF07055;PF12242;PF12241;	Bacteria
P44432	FABI_HAEIN	262	1.3.1.9		Bacteria
Q89AM1	FABI_BUCBP	260	1.3.1.9		Bacteria
P48628	FAD6C_SOYBN	424	1.14.19.23	PF00487;	Eukaryota
Q3T094	ETHE1_BOVIN	254	1.13.11.18	PF00753;	Eukaryota
Q4R4P4	FA2H_MACFA	372	1.14.18.-	PF00173;PF04116;	Eukaryota
Q6CIR6	ETR1_KLULA	382	1.3.1.104	PF00107;	Eukaryota
C1AH36	FBIB_MYCBT	448	6.3.2.31; 6.3.2.34; 1.3.8.-	PF01996;PF00881;	Bacteria
Q0TAL0	FADB_ECOL5	729	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q3K9D8	FADB_PSEPF	715	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q0SZ36	FADB_SHIF8	729	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q9SBQ9	F3PH_PETHY	512	1.14.14.82	PF00067;	Eukaryota
Q9SP61	FADX_MOMCH	399	1.14.19.33	PF11960;PF00487;	Eukaryota
Q8NIP5	ERO1_KLULA	561	1.8.4.-	PF04137;	Eukaryota
Q8EKR9	FADB_SHEON	716	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q2YIQ2	ERYB_BRUA2	502	1.1.1.402	PF01266;PF16901;	Bacteria
Q72LG3	FENR_THET2	335	1.18.1.2	PF07992;	Bacteria
Q9Y7P1	ERO12_SCHPO	567	1.8.4.-	PF04137;	Eukaryota
A5IVF3	FENR_STAA9	344	1.18.1.2	PF07992;	Bacteria
Q9I4D4	FMNRE_PSEAE	185	1.-.-.-	PF03358;	Bacteria
Q99RQ5	FENR_STAAM	344	1.18.1.2	PF07992;	Bacteria
P24134	FENR_STRGR	16	1.18.1.3		Bacteria
Q99R54	FMO_STAAM	368	1.-.-.-		Bacteria
Q6G711	FDHL_STAAS	984	1.17.1.9	PF12838;PF04879;PF00384;PF01568;PF10588;	Bacteria
Q2YYT1	FDHL_STAAB	984	1.17.1.9	PF12838;PF04879;PF00384;PF01568;PF10588;	Bacteria
Q473F6	FENR1_CUPPJ	362	1.18.1.2	PF07992;	Bacteria
Q41014	FENR2_PEA	377	1.18.1.2	PF00175;	Eukaryota
B2G9D0	FENR_LACRJ	332	1.18.1.2	PF07992;	Bacteria
P80707	FEDG_AMYME	24	1.2.99.-		Bacteria
F4KAS1	FLS4_ARATH	279	1.14.20.6	PF03171;PF14226;	Eukaryota
Q4WAZ6	FMAG_ASPFU	536	1.-.-.-	PF00067;	Eukaryota
Q7XZQ7	FL3H_PETCR	368	1.14.11.9	PF03171;PF14226;	Eukaryota
P61938	FMDC_METWO	400	1.2.7.12	PF01568;	Archaea
B8NYW9	FLUA_ASPFN	510	1.-.-.-	PF00067;	Eukaryota
Q1QNQ1	FENR_NITHX	342	1.18.1.2	PF07992;	Bacteria
B1LFH3	ABDH_ECOSM	474	1.2.1.19; 1.2.1.-	PF00171;	Bacteria
Q8PM31	3HAO_XANAC	176	1.13.11.6	PF06052;	Bacteria
O17433	1CPX_DIRIM	235	1.11.1.15	PF10417;PF00578;	Eukaryota
Q5RC19	ACOX1_PONAB	660	1.3.3.6	PF01756;PF02770;PF14749;	Eukaryota
P26670	3BHS_VACCW	346	1.1.1.145; 5.3.3.1	PF01073;	Viruses
Q9SMZ4	AASS_ARATH	1064	1.5.1.8; 1.5.1.9	PF05222;PF04455;PF16653;PF03435;	Eukaryota
P28032	ADH2_SOLLC	380	1.1.1.1	PF08240;PF00107;	Eukaryota
P48448	AL3B2_HUMAN	385	1.2.1.3	PF00171;	Eukaryota
O31186	ADHA_RHIME	340	1.1.1.1	PF08240;PF00107;	Bacteria
Q9SYG7	AL7B4_ARATH	508	1.2.1.3	PF00171;	Eukaryota
P84328	ADH_DROPB	254	1.1.1.1	PF00106;	Eukaryota
P26719	ADH_DROYA	256	1.1.1.1	PF00106;	Eukaryota
P23361	ADH_DROPI	254	1.1.1.1	PF00106;	Eukaryota
P25139	ADH_DROAM	254	1.1.1.1	PF00106;	Eukaryota
Q96533	ADHX_ARATH	379	1.1.1.1; 1.1.1.-; 1.1.1.284	PF08240;PF00107;	Eukaryota
Q75ZG3	AFTS1_ALTAL	366	1.1.1.-	PF00248;	Eukaryota
P10731	AMD_BOVIN	972	1.14.17.3; 4.3.2.5	PF03712;PF01082;PF01436;	Eukaryota
P51585	ALGD_AZOVI	436	1.1.1.132	PF00984;PF03720;PF03721;	Bacteria
P54115	ALDH6_YEAST	500	1.2.1.4	PF00171;	Eukaryota
P45377	ALD2_MOUSE	316	1.1.1.21	PF00248;	Eukaryota
A5ENR3	AHPD_BRASB	181	1.11.1.15	PF02627;	Bacteria
Q04516	AIM33_YEAST	312	1.-.-.-	PF00970;PF00175;	Eukaryota
Q02UU0	AHPC_PSEAB	187	1.11.1.15	PF10417;PF00578;	Bacteria
A7HCA3	AHPD_ANADF	185	1.11.1.15	PF02627;	Bacteria
P0A0B6	AHPC_STAAW	189	1.11.1.15	PF10417;PF00578;	Bacteria
Q0BUC5	AHPD_GRABC	175	1.11.1.15	PF02627;	Bacteria
Q4L919	ALDA_STAHJ	497	1.2.1.3	PF00171;	Bacteria
Q8VC28	AK1CD_MOUSE	323	1.1.1.-	PF00248;	Eukaryota
Q9ANL0	AHPD_BRADU	182	1.11.1.15	PF02627;	Bacteria
Q9JM53	AIFM1_RAT	612	1.6.99.-	PF14721;PF07992;	Eukaryota
P82125	AKCL2_PIG	301	1.1.1.263	PF00248;	Eukaryota
Q95JH6	AK1C1_MACFU	323	1.-.-.-; 1.1.1.149; 1.1.1.112	PF00248;	Eukaryota
Q5QE79	AOXD_RAT	1334	1.2.3.1; 1.17.3.-	PF01315;PF02738;PF03450;PF00941;PF00111;PF01799;	Eukaryota
P46882	AOFN_ASPNG	495	1.4.3.4	PF01593;	Eukaryota
P16268	ANFG_AZOVI	132	1.18.6.1	PF03139;	Bacteria
A5FPC2	ARGC_DEHMB	341	1.2.1.38	PF01118;PF02774;	Bacteria
Q4KC82	ARNA_PSEF5	668	2.1.2.13; 1.1.1.305	PF01370;PF02911;PF00551;	Bacteria
A2BWM0	ARGC_PROM5	351	1.2.1.38	PF01118;PF02774;	Bacteria
Q539E5	APX1_HYDVD	367	1.11.1.11	PF00141;	Eukaryota
Q95JH5	AK1C4_MACFA	323	1.1.1.-; 1.1.1.357; 1.1.1.225	PF00248;	Eukaryota
G1XU01	AR280_ARTOA	501	1.-.-.-	PF00067;	Eukaryota
B4S9V0	ARGC_PELPB	334	1.2.1.38	PF01118;PF02774;	Bacteria
P82809	AK1CD_MESAU	322	1.1.1.-; 1.1.1.218	PF00248;	Eukaryota
A6TTJ3	ARGC_ALKMQ	346	1.2.1.38	PF01118;PF02774;	Bacteria
Q10N21	APX1_ORYSJ	250	1.11.1.11	PF00141;	Eukaryota
Q92BB7	ARGC_LISIN	343	1.2.1.38	PF01118;PF02774;	Bacteria
A0A097ZPF7	ANDE_EMEVA	471	1.-.-.-	PF01494;	Eukaryota
Q11J68	ARGC_CHESB	310	1.2.1.38	PF01118;	Bacteria
P59312	ARGC_THEEB	350	1.2.1.38	PF01118;PF02774;	Bacteria
Q8U0A6	AROE_PYRFU	271	1.1.1.25	PF18317;PF01488;PF08501;	Archaea
Q32B68	AROE_SHIDS	272	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B0JXE8	ARGC_MICAN	353	1.2.1.38	PF01118;PF02774;	Bacteria
Q62BI3	ASPD_BURMA	271	1.4.1.21	PF01958;PF03447;	Bacteria
B7VBN2	ARNA_PSEA8	662	2.1.2.13; 1.1.1.305	PF01370;PF02911;PF00551;	Bacteria
A9A1F7	ASPD_NITMS	272	1.4.1.21	PF01958;PF03447;	Archaea
B8DHF0	ARGC_LISMH	343	1.2.1.38	PF01118;PF02774;	Bacteria
Q980I8	AROE_SACS2	269	1.1.1.25	PF01488;PF08501;	Archaea
Q8Y6U1	ARGC_LISMO	343	1.2.1.38	PF01118;PF02774;	Bacteria
C3MA29	ARGC_SINFN	308	1.2.1.38	PF01118;	Bacteria
A6X792	ASPD_OCHA4	268	1.4.1.21	PF01958;PF03447;	Bacteria
Q1CS13	AROE_HELPH	263	1.1.1.25	PF08501;	Bacteria
P95361	AROE_NEIGO	269	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q664V9	AROE_YERPS	273	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q92QR7	ARGC_RHIME	310	1.2.1.38	PF01118;	Bacteria
A0A0B4GU97	ARP2_METGA	267	1.1.-.-		Eukaryota
B5FCV8	AROE_ALIFM	273	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
A6QHV6	ARSC_STAAE	131	1.20.4.4	PF01451;	Bacteria
Q8BSY0	ASPH_MOUSE	741	1.14.11.16	PF05279;PF05118;PF13181;	Eukaryota
A6T7T5	ASTD_KLEP7	492	1.2.1.71	PF00171;	Bacteria
Q6HDI8	AROE_BACHK	277	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q5AV00	ATNF_EMENI	1659	2.3.1.86; 1.1.1.100; 2.3.1.41	PF18325;PF18314;PF00109;PF02801;	Eukaryota
Q32G88	ASTD_SHIDS	490	1.2.1.71	PF00171;	Bacteria
Q5R0V3	AZOR2_IDILO	240	1.7.1.17	PF02525;	Bacteria
Q39B00	AZOR1_BURL3	206	1.7.1.17	PF02525;	Bacteria
Q7N511	AZOR_PHOLL	200	1.7.1.17	PF02525;	Bacteria
A9KXA9	AZOR_SHEB9	198	1.7.1.17	PF02525;	Bacteria
C1DED8	AZOR_AZOVD	199	1.7.1.17	PF02525;	Bacteria
A5EQ80	BCHL_BRASB	301	1.3.7.7	PF00142;	Bacteria
P9WNE5	BFRB_MYCTU	181	1.16.3.1	PF00210;	Bacteria
O68935	BFR_SERMA	159	1.16.3.1	PF00210;	Bacteria
Q88IY3	AZOR1_PSEPK	203	1.7.1.17	PF02525;	Bacteria
Q2JFC9	AZOR_FRACC	211	1.7.1.17	PF02525;	Bacteria
Q7NAW1	AZOR_MYCGA	197	1.7.1.17	PF02525;	Bacteria
A4WR96	BCHB_RHOS5	522	1.3.7.7	PF00148;PF08369;	Bacteria
Q7W488	AZOR_BORPA	209	1.7.1.17	PF02525;	Bacteria
Q5LXG9	AZOR_RUEPO	204	1.7.1.17	PF02525;	Bacteria
B8EPX5	BCHL_METSB	302	1.3.7.7	PF00142;	Bacteria
B8EPX7	BCHB_METSB	508	1.3.7.7	PF00148;PF08369;	Bacteria
P0AE55	BCP_SHIFL	156	1.11.1.15	PF00578;	Bacteria
Q9HTJ1	BETB_PSEAE	490	1.2.1.8	PF00171;	Bacteria
Q9KZF5	C1581_STRCO	407	1.14.19.69	PF00067;	Bacteria
Q9V8M2	C12B2_DROME	535	1.14.-.-	PF00067;	Eukaryota
Q9I993	BCDO1_CHICK	526	1.13.11.63	PF03055;	Eukaryota
Q07944	BEDC1_PSEPU	450	1.14.12.3	PF00355;PF00848;	Bacteria
B0CKN4	BETA_BRUSI	549	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
P0A325	CATA_BORPA	482	1.11.1.6	PF00199;PF06628;	Bacteria
O64743	BBE15_ARATH	532	1.1.1.194; 1.1.1.195	PF08031;PF01565;	Eukaryota
Q6YTF1	C76M8_ORYSJ	500	1.14.14.112; 1.14.14.123	PF00067;	Eukaryota
Q00469	CHLL_CHLRE	293	1.3.7.7	PF00142;	Eukaryota
Q5N5U2	CHLN_SYNP6	466	1.3.7.7	PF00148;	Bacteria
O65621	CADH6_ARATH	363	1.1.1.195	PF08240;PF00107;	Eukaryota
Q19V53	CHLN_CHLAT	478	1.3.7.7	PF00148;	Eukaryota
I3PLR1	C82Y1_PAPSO	556	1.14.14.166	PF00067;	Eukaryota
Q9ZS34	CHLP_TOBAC	464	1.3.1.83	PF01494;	Eukaryota
Q99VC0	CDR_STAAM	438	1.8.1.14	PF07992;PF02852;	Bacteria
Q5AEN1	CCPR_CANAL	366	1.11.1.5	PF00141;	Eukaryota
Q6LX40	DHA_METMP	373	1.4.1.1	PF01262;PF05222;	Archaea
Q6QA33	DH12B_DANRE	311	1.1.1.330; 1.1.1.62	PF00106;	Eukaryota
A7I8L5	DHQS_METB6	329	1.4.1.24	PF01959;	Archaea
P80701	DIDH_PSESP	15	1.1.1.50		Bacteria
Q29608	DHI1_SAISC	291	1.1.1.146	PF00106;	Eukaryota
Q9LEM9	DES6_CERPU	520	1.14.19.47	PF00173;PF00487;	Eukaryota
P00384	DYR22_ECOLX	78	1.5.1.3	PF06442;	Bacteria
B2VBZ3	DPS_ERWT9	167	1.16.-.-	PF00210;	Bacteria
Q6NYL3	ECHP_DANRE	718	4.2.1.17; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Eukaryota
Q89AV2	DYR_BUCBP	164	1.5.1.3	PF00186;	Bacteria
Q9PR30	DYR_UREPA	156	1.5.1.3	PF00186;	Bacteria
P96192	DUSC_AZOVI	309	1.3.1.-	PF01207;	Bacteria
Q8EJR8	DUSB_SHEON	322	1.3.1.-	PF01207;	Bacteria
P47470	DYR_MYCGE	160	1.5.1.3	PF00186;	Bacteria
Q32I91	DPS_SHIDS	167	1.16.-.-	PF00210;	Bacteria
Q06053	DUS3_YEAST	668	1.3.1.89	PF01207;	Eukaryota
P0ABT6	DUSB_ECOL6	321	1.3.1.-	PF01207;	Bacteria
Q9ZEB9	DSB_RICPR	272	1.8.-.-	PF13462;	Bacteria
A7FGU7	DPS_YERP3	167	1.16.-.-	PF00210;	Bacteria
Q88LF2	DUSC_PSEPK	323	1.3.1.-	PF01207;	Bacteria
Q9XFS9	DXR_ARATH	477	1.1.1.267	PF08436;PF02670;PF13288;	Eukaryota
B3EK13	DXR_CHLPB	382	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q1BHH6	DXR_BURCA	398	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q47F86	DXR_DECAR	398	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
B2V4G1	DXR_CLOBA	385	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q60BA4	DXR_METCA	394	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A4IWJ1	DXR_FRATW	385	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q7NC17	DXR_MYCGA	368	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
P9WNS0	DXR_MYCTO	413	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
C3K601	DXR_PSEFS	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
B8F4X2	DXR_HAEPS	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A8F4Z0	DXR_PSELT	359	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q3B6R4	DXR_PELLD	382	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A8ZTM6	DXR_DESOH	383	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
O96693	DXR_PLAFX	488	1.1.1.267	PF08436;PF02670;PF13288;	Eukaryota
Q4FM64	DXR_PELUB	388	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
B0TP77	DXR_SHEHH	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A5WGE7	DXR_PSYWF	411	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q4UNJ4	DUS_RICFE	325	1.3.1.-	PF01207;	Bacteria
A5CY29	DXR_VESOH	383	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A8FY36	DXR_SHESH	395	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q1RKB7	FABG_RICBR	241	1.1.1.100		Bacteria
P0A0H9	FABG_STAAM	246	1.1.1.100		Bacteria
Q10289	FAS2_SCHPO	1842	2.3.1.86; 1.1.1.100; 2.3.1.41	PF01648;PF00106;PF18325;PF18314;PF00109;PF02801;	Eukaryota
Q07ZY9	FABV_SHEFN	400	1.3.1.9	PF07055;PF12242;PF12241;	Bacteria
Q6CBE4	ETR1_YARLI	376	1.3.1.104	PF00107;	Eukaryota
A7ZPF8	FADJ_ECO24	714	4.2.1.17; 5.1.2.3; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q8DB47	FADJ_VIBVU	705	4.2.1.17; 5.1.2.3; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
B5EZR9	FADJ_SALA4	715	4.2.1.17; 5.1.2.3; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q73UJ3	FBIB_MYCPA	449	6.3.2.31; 6.3.2.34; 1.3.8.-	PF01996;PF00881;	Bacteria
B1XAK8	FADB_ECODH	729	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q57HM6	FADB_SALCH	729	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q87ZB2	FADB_PSESM	721	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
A5W6H0	FADB_PSEP1	715	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
P0CL53	FADH_ASPOR	383	1.1.1.284; 1.1.1.-	PF08240;PF00107;	Eukaryota
Q3YVC1	FADB_SHISS	729	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
A1WQW2	FENR_VEREI	353	1.18.1.2	PF07992;	Bacteria
P00454	FENR_SPISP	294	1.18.1.2	PF00175;	Bacteria
Q73GH2	FENR_WOLPM	338	1.18.1.2	PF07992;	Bacteria
P84981	FENR_POPEU	19	1.18.1.2		Eukaryota
A0Q2E1	ANSME_CLONN	374	1.8.98.-	PF04055;PF13186;	Bacteria
Q6ZJJ1	APX4_ORYSJ	291	1.11.1.11	PF00141;	Eukaryota
P50578	AK1A1_PIG	325	1.1.1.2; 1.1.1.33; 1.1.1.372; 1.1.1.54; 1.1.1.19; 1.1.1.20	PF00248;	Eukaryota
Q5E2E5	ARGC_ALIF1	334	1.2.1.38	PF01118;PF02774;	Bacteria
A5CSI9	ARGC_CLAM3	349	1.2.1.38	PF01118;PF02774;	Bacteria
A5D504	ARGC_PELTS	347	1.2.1.38	PF01118;PF02774;	Bacteria
Q07935	ANFK_RHOCA	460	1.18.6.1	PF00148;	Bacteria
A2BR42	ARGC_PROMS	351	1.2.1.38	PF01118;PF02774;	Bacteria
B3R6S4	AROE_CUPTR	295	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q59279	ARGC_CORGL	347	1.2.1.38	PF01118;PF02774;	Bacteria
A5VXM5	ARGC_PSEP1	344	1.2.1.38	PF01118;PF02774;	Bacteria
Q3IYG9	AROE_RHOS4	279	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B1LLK9	ARNA_ECOSM	660	2.1.2.13; 1.1.1.305	PF01370;PF02911;PF00551;	Bacteria
A7GGC7	AROE_CLOBL	258	1.1.1.25	PF01488;PF08501;	Bacteria
Q8THC3	AROE_METAC	280	1.1.1.25	PF18317;PF01488;PF08501;	Archaea
Q2KE99	AROE_RHIEC	285	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B7NDQ3	AROE_ECOLU	272	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q0K6Y5	AROE_CUPNH	295	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B5FNT9	ARNA_SALDC	660	2.1.2.13; 1.1.1.305	PF01370;PF02911;PF00551;	Bacteria
B5E5N4	AROE_STRP4	284	1.1.1.25	PF18317;PF08501;	Bacteria
C3MB73	AROE_SINFN	286	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q9LA02	ARGC_RHOCB	342	1.2.1.38	PF01118;PF02774;	Bacteria
Q48S56	AROE_STRPM	292	1.1.1.25	PF18317;PF08501;	Bacteria
Q49UH1	ARSC2_STAS1	131	1.20.4.4	PF01451;	Bacteria
C6HCG7	ARO1_AJECH	1595	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25	PF01761;PF01487;PF00275;PF08501;PF01202;	Eukaryota
A5H2Q8	ARO11_LODEL	1551	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25	PF01761;PF01487;PF00275;PF18317;PF08501;PF01202;	Eukaryota
Q8CQF5	ARSC_STAES	131	1.20.4.4	PF01451;	Bacteria
Q6GKA4	AZOR_STAAR	208	1.7.1.17	PF02525;	Bacteria
A8FPZ7	AZOR_SHESH	197	1.7.1.17	PF02525;	Bacteria
Q219R1	BCHN_RHOPB	428	1.3.7.7	PF00148;	Bacteria
P82679	BVMO_RHOER	31	1.14.13.105		Bacteria
Q5HKG6	BUTA_STAEQ	257	1.1.1.304	PF00106;	Bacteria
A8LQ30	BCHL_DINSH	299	1.3.7.7	PF00142;	Bacteria
Q8X9S9	AZOR_ECO57	201	1.7.1.17	PF02525;	Bacteria
A9MQU9	AZOR_SALAR	201	1.7.1.17	PF02525;	Bacteria
Q132N5	BCHL_RHOPS	312	1.3.7.7	PF00142;	Bacteria
B7V5R4	BETB_PSEA8	490	1.2.1.8	PF00171;	Bacteria
O87941	BSSD_THAAR	331	1.97.1.-	PF04055;	Bacteria
C3MIE5	BETB_SINFN	487	1.2.1.8	PF00171;	Bacteria
P0CY55	BLUB_RHOCA	206	1.13.11.79	PF00881;	Bacteria
Q9V419	C28A5_DROME	505	1.14.-.-	PF00067;	Eukaryota
P72220	BPHB_PSEPU	277	1.3.1.56	PF00106;	Bacteria
Q9FKU8	BBE26_ARATH	537	1.1.1.-	PF08031;PF01565;	Eukaryota
P49318	CATA2_RICCO	492	1.11.1.6	PF00199;PF06628;	Eukaryota
Q84KG5	CCD_CROSA	546	1.14.99.n4	PF03055;	Eukaryota
B0NAQ4	BAIN_CLOS5	409	1.3.1.114		Bacteria
Q9CA61	C98A8_ARATH	497	1.14.-.-	PF00067;	Eukaryota
Q9LTM2	C71BL_ARATH	499	1.14.-.-	PF00067;	Eukaryota
Q1XDK8	CHLB_PYRYE	508	1.3.7.7	PF00148;PF08369;	Eukaryota
P47195	C80A1_BERST	487	1.14.19.66	PF00067;	Eukaryota
Q9ZNR0	C78A6_ARATH	530	1.14.-.-	PF00067;	Eukaryota
A2C7T4	CHLL_PROM3	296	1.3.7.7	PF00142;	Bacteria
Q8GSQ1	C85A1_ORYSJ	469	1.14.-.-	PF00067;	Eukaryota
P15244	CEO2_LACLL	313	1.5.1.24	PF01262;PF05222;	Bacteria
I7CT85	C7A53_PANGI	469	1.14.14.121	PF00067;	Eukaryota
P0AGE6	CHRR_ECOLI	188	1.6.5.2; 1.6.-.-	PF03358;	Bacteria
Q9A8H9	CTAA_CAUVC	343	1.3.-.-	PF02628;	Bacteria
A4TPY5	CYSJ_YERPP	612	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q9VA27	CP4C3_DROME	535	1.14.-.-	PF00067;	Eukaryota
Q9N0U7	CP17A_CAPHI	509	1.14.14.19; 1.14.14.32	PF00067;	Eukaryota
Q1C3Z0	CYSJ_YERPA	606	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q32CG3	CYSJ_SHIDS	599	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q92100	CP1A1_PLEPL	521	1.14.14.1	PF00067;	Eukaryota
O33579	CYSH_RHITR	180	1.8.4.8	PF01507;	Bacteria
B1JJG7	CYSH_YERPY	244	1.8.4.8	PF01507;	Bacteria
B1Z7C5	CYSI_METPB	612	1.8.1.2	PF01077;PF03460;	Bacteria
A6TD48	CYSI_KLEP7	570	1.8.1.2	PF01077;PF03460;	Bacteria
B4T474	CYSI_SALNS	570	1.8.1.2	PF01077;PF03460;	Bacteria
A4KDP0	D5FAD_REBSA	425	1.14.19.30	PF00173;PF00487;	Eukaryota
Q1JPD3	D2HDH_BOVIN	544	1.1.99.-	PF02913;PF01565;	Eukaryota
B7MKN0	CYSI_ECO45	570	1.8.1.2	PF01077;PF03460;	Bacteria
P08682	CP2E1_RABIT	493	1.14.14.1; 1.14.13.n7	PF00067;	Eukaryota
Q83QE0	CYSI_SHIFL	570	1.8.1.2	PF01077;PF03460;	Bacteria
A1RGD7	CYSI_SHESW	565	1.8.1.2	PF01077;PF03460;	Bacteria
Q9ZKQ7	DADA_HELPJ	410	1.4.5.1	PF01266;	Bacteria
Q5E841	CYSJ_ALIF1	604	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
A4SRH0	CYSG2_AERS4	480	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q8FEI7	CYSJ_ECOL6	599	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q9JX24	DADA_NEIMA	418	1.4.99.-	PF01266;	Bacteria
A9MVW7	DADA_SALPB	432	1.4.99.-	PF01266;	Bacteria
A1B072	DADA_PARDP	433	1.4.99.-	PF01266;	Bacteria
B7M1S1	CYSG_ECO8A	457	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q3IXW9	CTAA_RHOS4	391	1.3.-.-	PF02628;	Bacteria
B7MCY5	CYSG_ECO45	457	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q0BUV2	DADA_GRABC	418	1.4.99.-	PF01266;	Bacteria
P65669	CYSH_MYCBO	254	1.8.4.8	PF01507;	Bacteria
A4WZ55	CTAA_RHOS5	391	1.3.-.-	PF02628;	Bacteria
