Entry,uniref50id,EC number,Taxonomic lineage (SUPERKINGDOM),EMBL_CDS_id
B0KPJ6,UniRef50_Q8EAI9,1.14.11.-,Bacteria,ABY96815.1
Q8NRG3,UniRef50_Q8NRG3,1.11.1.15,Bacteria,BAB98479.1
Q8NRG3,UniRef50_Q8NRG3,1.11.1.15,Bacteria,CAF19791.1
B4U950,UniRef50_B4U950,1.1.1.262,Bacteria,ACG57661.1
Q2IYK4,UniRef50_P61616,1.3.1.98,Bacteria,ABD06706.1
Q0K705,UniRef50_Q086I8,1.17.1.8,Bacteria,CAJ94216.1
A0KGD2,UniRef50_A5F9G1,1.2.1.72,Bacteria,ABK36491.1
B7K077,UniRef50_B7K077,1.14.11.-,Bacteria,ACK66224.1
A9AB97,UniRef50_A6VFD6,1.8.4.11,Archaea,ABX02620.1
A7ZUU5,UniRef50_Q8EAC7,1.7.2.2,Bacteria,ABV19042.1
Q0T2M8,UniRef50_Q83QT8,2.1.2.13; 1.1.1.305,Bacteria,ABF04437.1
P53554,UniRef50_P53554,1.14.14.46,Bacteria,AAB17462.1
P53554,UniRef50_P53554,1.14.14.46,Bacteria,AAC00266.1
P53554,UniRef50_P53554,1.14.14.46,Bacteria,CAB14997.1
A4SKR0,UniRef50_A0KI46,1.4.3.5,Bacteria,ABO89482.1
Q5PAE7,UniRef50_Q5HB13,1.17.7.4,Bacteria,AAV86733.1
B0CN28,UniRef50_B0CN28,1.11.2.5,Bacteria,ABI22134.1
Q8ZNL7,UniRef50_Q8ZNL7,1.3.1.1,Bacteria,AAL21091.1
Q8Z9K1,UniRef50_Q8ZRW3,1.6.5.2,Bacteria,CAD01241.1
Q8Z9K1,UniRef50_Q8ZRW3,1.6.5.2,Bacteria,AAO67821.1
P0C1E1,UniRef50_Q9RDK1,1.2.1.41,Bacteria,CAA58103.1
B5Z1D1,UniRef50_Q8EAC7,1.7.2.2,Bacteria,ACI38126.1
Q0HES2,UniRef50_Q2JZT8,1.11.1.21,Bacteria,ABI40445.1
Q21YY8,UniRef50_A2SD47,1.2.1.70,Bacteria,ABD69015.1
Q5YQ94,UniRef50_Q9FBM1,1.17.7.4,Bacteria,BAD59647.1
Q5NP65,UniRef50_Q5NP65,1.17.8.1,Bacteria,CAA56748.1
Q5NP65,UniRef50_Q5NP65,1.17.8.1,Bacteria,CAA04734.1
Q5NP65,UniRef50_Q5NP65,1.17.8.1,Bacteria,AAF12830.1
Q5NP65,UniRef50_Q5NP65,1.17.8.1,Bacteria,AAV89495.1
C3PKG1,UniRef50_C3PKG1,1.2.1.70,Bacteria,ACP31897.1
Q3IZJ3,UniRef50_Q2RV53,1.1.1.85,Bacteria,ABA80041.2
A4YI15,UniRef50_A4YI15,1.1.1.383,Archaea,ABP96067.1
Q1MKH8,UniRef50_Q8G257,1.17.7.4,Bacteria,CAK06527.1
B7L723,UniRef50_B7NEQ1,1.1.1.17,Bacteria,CAV00580.1
B1YG64,UniRef50_O69282,1.1.5.4,Bacteria,ACB62448.1
A0AIF1,UniRef50_P54377,1.4.4.2,Bacteria,CAK20783.1
Q0I8P6,UniRef50_P26164,1.3.7.7,Bacteria,ABI47763.1
Q0KDL6,UniRef50_Q0KDL6,1.1.1.1; 1.1.1.4; 1.2.1.3,Bacteria,CAJ91905.1
P9WPL3,UniRef50_P63724,1.14.-.-,Bacteria,CCP44551.1
B1LLS6,UniRef50_Q7N2B2,1.1.1.290,Bacteria,ACB17370.1
Q8P9R7,UniRef50_Q82XV0,1.17.7.3,Bacteria,AAM41071.1
B6I2R0,UniRef50_A7ME22,1.6.5.2,Bacteria,BAG79137.1
Q0QLF1,UniRef50_Q0QLF1,1.17.1.5,Bacteria,ABC88399.1
Q53450,UniRef50_Q85A82,1.3.7.7,Bacteria,ACB00325.1
Q53450,UniRef50_Q85A82,1.3.7.7,Bacteria,AAA67137.1
Q0AP20,UniRef50_B8GUF9,1.14.11.-,Bacteria,ABI65967.1
Q5QYR6,UniRef50_A4SLJ1,1.3.1.9,Bacteria,AAV81891.1
A7ZCK4,UniRef50_Q7M962,1.9.6.1,Bacteria,EAT97977.1
C1AQ55,UniRef50_A0QZY9,1.3.5.2,Bacteria,BAH26434.1
A0JT53,UniRef50_Q9X7U5,1.1.1.18,Bacteria,ABK02223.1
Q73XV0,UniRef50_Q7TYP6,1.8.7.1,Bacteria,AAS04525.1
B5YQ71,UniRef50_A7ZMP8,1.8.4.12,Bacteria,ACI34971.1
Q9HWT6,UniRef50_Q9HWT6,1.5.1.37,Bacteria,AAG07479.1
P0CAT7,UniRef50_P0CAT7,1.14.11.33,Bacteria,AAK21997.1
A7ZJU2,UniRef50_Q6WRT6,1.7.99.1,Bacteria,ABV21151.1
A8L1V4,UniRef50_P39821,1.2.1.41,Bacteria,ABW14614.1
Q73HV8,UniRef50_Q5GSI0,1.3.-.-,Bacteria,AAS14155.1
A6URW1,UniRef50_P10618,1.2.1.59,Archaea,ABR55233.1
A8G3Q8,UniRef50_A5GUB0,1.3.7.7,Bacteria,ABV50239.1
Q4J940,UniRef50_A1RV79,1.2.1.59,Archaea,AAY80691.1
A6T106,UniRef50_B1XV77,1.3.5.2,Bacteria,ABR88507.1
Q9ANL0,UniRef50_Q9ANL0,1.11.1.15,Bacteria,AAG60760.1
Q9ANL0,UniRef50_Q9ANL0,1.11.1.15,Bacteria,BAC47041.1
B1X9C8,UniRef50_Q89Q06,1.5.1.42,Bacteria,ACB02208.1
P62030,UniRef50_Q9WY57,1.4.4.2,Bacteria,AAS80499.1
Q32DL6,UniRef50_Q7N2B2,1.1.1.290,Bacteria,ABB62589.1
A0L482,UniRef50_A0L482,1.2.1.38,Bacteria,ABK42775.1
B7KAA8,UniRef50_Q8DHB4,1.1.1.262,Bacteria,ACK72882.1
Q7W566,UniRef50_K4LVZ1,1.1.1.86,Bacteria,CAE38720.1
Q2GFR2,UniRef50_Q2GFR2,1.4.3.5,Bacteria,ABD44514.1
A9MH45,UniRef50_C1I202,1.6.5.2,Bacteria,ABX21764.1
P58671,UniRef50_P72241,1.17.7.3,Bacteria,AAL21417.1
B1IIW9,UniRef50_Q24ZZ6,1.5.1.5; 3.5.4.9,Bacteria,ACA43692.1
Q4L6N5,UniRef50_P54377,1.4.4.2,Bacteria,BAE04690.1
A9R4G6,UniRef50_A1JT62,1.1.1.79; 1.1.1.81,Bacteria,ABX88502.1
Q6LY38,UniRef50_Q6LY38,1.8.98.5; 1.8.98.6,Archaea,CAF30711.1
A7IFE5,UniRef50_D0WGK0,1.1.1.86,Bacteria,ABS66738.1
C1ERU8,UniRef50_Q818M5,1.4.4.2,Bacteria,ACO29753.1
A6H064,UniRef50_A5FJT9,1.18.1.2,Bacteria,CAL43737.1
Q8TSV8,UniRef50_A0A0E3NFS5,1.8.98.1,Archaea,AAM04127.1
B7N1S0,UniRef50_Q9RTU4,1.1.1.103,Bacteria,CAR10290.1
P0A1E1,UniRef50_P32131,1.3.98.3,Bacteria,AAA19690.1
P0A1E1,UniRef50_P32131,1.3.98.3,Bacteria,AAL22843.1
Q796P5,UniRef50_Q796P5,1.-.-.-,Bacteria,CAB01840.1
Q796P5,UniRef50_Q796P5,1.-.-.-,Bacteria,CAA70636.1
Q796P5,UniRef50_Q796P5,1.-.-.-,Bacteria,CAB12958.3
Q12XM4,UniRef50_Q58546,1.2.1.59,Archaea,ABE51802.1
Q211Z6,UniRef50_Q0AV19,1.1.1.86,Bacteria,ABD88790.1
Q6FAK7,UniRef50_Q6FAK7,1.17.99.6,Bacteria,CAG68906.1
Q47917,UniRef50_P22921,1.18.6.1,Bacteria,AAC64642.1
Q47917,UniRef50_P22921,1.18.6.1,Bacteria,AAC64640.1
P77398,UniRef50_Q83QT8,2.1.2.13; 1.1.1.305,Bacteria,AAL23678.1
P77398,UniRef50_Q83QT8,2.1.2.13; 1.1.1.305,Bacteria,AAC75315.1
P77398,UniRef50_Q83QT8,2.1.2.13; 1.1.1.305,Bacteria,BAA16078.1
Q726X1,UniRef50_Q9WZ26,1.1.1.85,Bacteria,AAS97456.1
Q2FXF5,UniRef50_Q8ENQ5,1.20.4.4,Bacteria,AAN32731.1
Q2FXF5,UniRef50_Q8ENQ5,1.20.4.4,Bacteria,AAP32342.1
Q2FXF5,UniRef50_Q8ENQ5,1.20.4.4,Bacteria,ABD30957.1
A3MHE1,UniRef50_Q1LK00,1.13.11.11,Bacteria,ABO06394.1
Q53692,UniRef50_Q53692,1.10.3.4,Bacteria,AAA86668.1
A3CQ86,UniRef50_P29107,1.1.1.86,Bacteria,ABN45341.1
B0RNU9,UniRef50_Q63KK7,1.1.99.1; 1.2.1.8,Bacteria,CAP50134.1
Q98DY3,UniRef50_Q8FY21,1.1.1.25,Bacteria,BAB51137.1
Q5M0P7,UniRef50_Q8Y7C5,1.5.1.5; 3.5.4.9,Bacteria,AAV62207.1
Q04K71,UniRef50_O05269,1.7.1.7,Bacteria,ABJ54561.1
B5FR47,UniRef50_C1I202,1.6.5.2,Bacteria,ACH77361.1
Q8EKN9,UniRef50_Q8EKN9,1.1.1.94,Bacteria,AAN53140.1
Q5YW75,UniRef50_Q93RV9,1.14.11.55,Bacteria,BAD57566.1
Q9KH33,UniRef50_Q9KH33,1.1.1.205,Bacteria,AAF85967.1
Q7VJT5,UniRef50_Q7M962,1.9.6.1,Bacteria,AAP76755.1
Q7N199,UniRef50_Q8EIQ6,1.4.4.2,Bacteria,CAE15969.1
Q8TUV8,UniRef50_Q8TUV8,1.3.7.11,Archaea,AAM02858.1
B2IEF8,UniRef50_C1I202,1.6.5.2,Bacteria,ACB95556.1
C6DJ88,UniRef50_Q6DB24,1.1.1.79; 1.1.1.81,Bacteria,ACT15187.1
Q9RY72,UniRef50_Q92QR7,1.2.1.38,Bacteria,AAF09671.1
A2SFW9,UniRef50_A1TRN6,1.18.1.2,Bacteria,ABM94458.1
Q0VSB5,UniRef50_Q0AV19,1.1.1.86,Bacteria,CAL15933.1
B2FIJ0,UniRef50_B1J244,1.1.-.-,Bacteria,CAQ46364.1
Q8GAI8,UniRef50_Q8GAI8,1.2.1.16,Bacteria,CAD47916.1
Q8DDD4,UniRef50_Q2YBM5,1.1.1.25,Bacteria,AAO09544.1
B6YQB8,UniRef50_Q8A625,1.17.7.4,Bacteria,BAG83390.1
B5R1R2,UniRef50_B4EY23,1.3.8.13,Bacteria,CAR31663.1
Q50788,UniRef50_Q50788,1.18.6.1,Archaea,CAA61219.1
Q50788,UniRef50_Q50788,1.18.6.1,Archaea,ADL57758.1
Q9ZC85,UniRef50_Q9ZC85,1.3.99.-,Bacteria,CAA15305.1
P09061,UniRef50_P09061,1.2.4.4,Bacteria,AAA65616.1
P09061,UniRef50_P09061,1.2.4.4,Bacteria,AAA65615.1
A5FUM6,UniRef50_Q5H233,1.3.3.11,Bacteria,ABQ29308.1
P0A4M6,UniRef50_P31308,1.11.1.15,Bacteria,AAD09977.1
P0A4M6,UniRef50_P31308,1.11.1.15,Bacteria,AAL00299.1
A1R501,UniRef50_Q9X7W2,1.17.7.3,Bacteria,ABM07950.1
P0A3R0,UniRef50_P0A3Q9,1.8.4.11; 1.8.4.12,Bacteria,AAC44298.1
P0A3R0,UniRef50_P0A3Q9,1.8.4.11; 1.8.4.12,Bacteria,AAL00021.1
B8I1T8,UniRef50_P29107,1.1.1.86,Bacteria,ACL77723.1
Q3KI98,UniRef50_Q086I8,1.17.1.8,Bacteria,ABA72508.1
P9WNF9,UniRef50_Q7TVI2,1.14.13.-,Bacteria,CCP46683.1
A8GYP8,UniRef50_Q5ZXM9,1.1.1.103,Bacteria,ABV85435.1
Q63WM3,UniRef50_Q2T0L2,1.3.1.98,Bacteria,CAH34860.1
A0Q355,UniRef50_P31101,1.7.99.1,Bacteria,ABK61354.1
C1CEK5,UniRef50_O05269,1.7.1.7,Bacteria,ACO19230.1
A6H039,UniRef50_A6H039,1.3.-.-,Bacteria,CAL43712.1
Q4H4E5,UniRef50_Q4H4E5,1.14.14.13,Bacteria,BAE07076.1
Q4H4E5,UniRef50_Q4H4E5,1.14.14.13,Bacteria,CAG77430.1
B0U4X0,UniRef50_Q2KWB0,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,ACA12887.1
A8Z0K3,UniRef50_P20619,1.1.1.27,Bacteria,ABX28282.1
C3PAI1,UniRef50_P49814,1.1.1.37,Bacteria,ACQ47759.1
Q1C931,UniRef50_P49189,1.2.1.8,Bacteria,ABG13041.1
Q163J3,UniRef50_Q163J3,1.3.1.98,Bacteria,ABG32850.1
Q83B08,UniRef50_Q5ZZ95,1.4.4.2,Bacteria,AAO91209.1
A9MLA4,UniRef50_Q60006,1.5.1.5; 3.5.4.9,Bacteria,ABX22274.1
C3LMH4,UniRef50_Q8EDZ8,1.3.5.2,Bacteria,ACP05750.1
A4SFJ7,UniRef50_P28462,1.2.1.70,Bacteria,ABP37256.1
C1API8,UniRef50_P46817,1.11.1.21,Bacteria,BAH26217.1
P58674,UniRef50_Q7VDS2,1.17.7.4,Bacteria,BAB72942.1
B7MKI0,UniRef50_Q31X75,1.18.1.-,Bacteria,CAR04220.1
B7MZM0,UniRef50_A5F9G1,1.2.1.72,Bacteria,CAR09538.2
A8A0I1,UniRef50_A6T9Y6,1.4.3.5,Bacteria,ABV06035.1
Q47XD5,UniRef50_A5F9G1,1.2.1.72,Bacteria,AAZ24567.1
A8G1G4,UniRef50_A0KRK7,1.3.1.98,Bacteria,ABV38937.1
Q8ZFV8,UniRef50_B1J244,1.1.-.-,Bacteria,CAL20214.1
Q8ZFV8,UniRef50_B1J244,1.1.-.-,Bacteria,AAM86151.1
Q8ZFV8,UniRef50_B1J244,1.1.-.-,Bacteria,AAS61696.1
A1SB44,UniRef50_Q8E990,1.7.1.17,Bacteria,ABM01601.1
A5I3X9,UniRef50_B0TBI8,1.1.1.408,Bacteria,CAL83749.1
Q3KHZ2,UniRef50_Q9HVW9,1.1.1.23,Bacteria,ABA72614.1
Q5WKY6,UniRef50_P26935,1.1.1.18; 1.1.1.369,Bacteria,BAD62969.1
Q6GHY9,UniRef50_Q5HGY8,1.8.1.4,Bacteria,CAG40072.1
Q7MF13,UniRef50_Q8FKI8,1.2.1.8,Bacteria,BAC96533.1
B1K1H7,UniRef50_Q63Z34,2.1.1.61; 1.5.-.-,Bacteria,ACA89265.1
P0DC92,UniRef50_P65666,1.1.1.169,Bacteria,AAM79184.1
A5CVT6,UniRef50_A1AXJ0,1.1.1.94,Bacteria,BAF61945.1
P63593,UniRef50_Q5HNV1,1.1.1.25,Bacteria,BAB57758.1
Q3M546,UniRef50_Q8YTJ3,1.13.11.54; 1.13.11.53,Bacteria,ABA23890.1
A9IVC8,UniRef50_A9IVC8,1.3.-.-,Bacteria,CAK01684.1
B0TLV1,UniRef50_Q60006,1.5.1.5; 3.5.4.9,Bacteria,ABZ77323.1
B7VBC3,UniRef50_O05927,1.8.4.8,Bacteria,CAW28300.1
Q7VM59,UniRef50_P44246,2.1.1.61; 1.5.-.-,Bacteria,AAP96002.1
A8EYV4,UniRef50_A8F1N2,1.18.1.2,Bacteria,ABV73537.1
Q4FTK9,UniRef50_Q9HTX7,1.4.4.2,Bacteria,AAZ18649.1
Q46LE2,UniRef50_Q31N34,1.1.1.85,Bacteria,AAZ57686.1
Q7NFT6,UniRef50_Q7NFT6,1.97.1.12,Bacteria,BAC91379.1
B4TN64,UniRef50_Q60006,1.5.1.5; 3.5.4.9,Bacteria,ACF92301.1
Q8FFQ5,UniRef50_P33940,1.1.5.4,Bacteria,AAN81205.1
A3CYL3,UniRef50_A4VFI4,1.1.1.25,Bacteria,ABN59576.1
Q57TL2,UniRef50_Q7N8W9,1.17.7.4,Bacteria,AAX63949.1
A6TAP0,UniRef50_A8FYZ1,1.2.1.70,Bacteria,ABR77661.1
P67717,UniRef50_Q5HJT5,1.3.1.-,Bacteria,BAB41304.1
C3N5P0,UniRef50_Q9UXE7,1.1.1.261,Archaea,ACP55315.1
A9WKW2,UniRef50_Q9X7U5,1.1.1.18,Bacteria,ABY22120.1
P54376,UniRef50_P54376,1.4.4.2,Bacteria,BAA12547.1
P54376,UniRef50_P54376,1.4.4.2,Bacteria,CAB14387.2
P72300,UniRef50_Q59160,1.-.-.-,Bacteria,AAB07523.1
Q9ZJ28,UniRef50_O26103,1.1.1.262,Bacteria,AAD07064.1
Q7V6E7,UniRef50_A5GUB0,1.3.7.7,Bacteria,CAE21392.1
A7Z8C3,UniRef50_O05269,1.7.1.7,Bacteria,ABS75249.1
Q10YI1,UniRef50_Q7NLC0,1.17.1.8,Bacteria,ABG52693.1
Q8XEC6,UniRef50_P33371,1.3.1.-,Bacteria,AAG57272.1
Q8XEC6,UniRef50_P33371,1.3.1.-,Bacteria,BAB36449.1
B7M3H6,UniRef50_Q328L4,1.1.1.79; 1.1.1.81,Bacteria,CAR00515.1
Q5LVV1,UniRef50_Q5LVV1,1.1.1.308,Bacteria,AAV93909.1
B3H0R8,UniRef50_Q0I3Q6,1.2.1.70,Bacteria,ACE61080.1
Q8YXZ4,UniRef50_Q2RRT3,1.8.4.11,Bacteria,BAB73019.1
Q92I77,UniRef50_Q9ZDD5,1.13.11.-,Bacteria,AAL03081.1
P16857,UniRef50_P16857,1.18.6.1,Bacteria,AAA22173.1
A9N2E6,UniRef50_P38038,1.8.1.2,Bacteria,ABX68997.1
Q6HLF4,UniRef50_C8WR67,1.1.1.86,Bacteria,AAT62183.1
P57880,UniRef50_Q57549,1.11.1.15,Bacteria,AAK02904.1
O28050,UniRef50_O59651,1.11.1.21,Archaea,AAB89022.1
A3P5N3,UniRef50_Q89ND7,1.14.11.-,Bacteria,ABN93834.1
Q7UJK0,UniRef50_Q7UJK0,1.8.4.11,Bacteria,CAD77258.1
Q5P7G6,UniRef50_A2SD47,1.2.1.70,Bacteria,CAI06745.1
C5BNY8,UniRef50_Q9HTX7,1.4.4.2,Bacteria,ACR13967.1
Q9K3J3,UniRef50_Q9K3J3,1.1.1.37,Bacteria,CAB97430.1
Q8A4T0,UniRef50_A6L089,1.17.7.3,Bacteria,AAO77624.1
Q9HPY4,UniRef50_Q9HPY4,1.5.1.5; 3.5.4.9,Archaea,AAG19733.1
Q13ZM3,UniRef50_P57443,1.3.5.2,Bacteria,ABE30466.1
Q8RED8,UniRef50_Q8RED8,1.1.1.27,Bacteria,AAL95365.1
P44246,UniRef50_P44246,2.1.1.61; 1.5.-.-,Bacteria,AAC23184.1
P44246,UniRef50_P44246,2.1.1.61; 1.5.-.-,Bacteria,AAC23185.1
P12609,UniRef50_O05616,1.14.13.82,Bacteria,AAA26019.1
P9WNE4,UniRef50_A0R647,1.16.3.1,Bacteria,AAK48316.1
Q2JXQ9,UniRef50_C0ZF60,1.1.1.267,Bacteria,ABC98417.1
Q2YWF6,UniRef50_P20619,1.1.1.27,Bacteria,CAI82163.1
B2V4G1,UniRef50_A0Q0R4,1.1.1.267,Bacteria,ACD52648.1
Q9HWH9,UniRef50_Q9HWH9,1.13.12.-,Bacteria,AAG07589.1
B7JJX1,UniRef50_A4J560,1.3.1.14,Bacteria,ACK91263.1
C4ZPV5,UniRef50_A9MR43,1.17.7.4,Bacteria,ACR61738.1
P72872,UniRef50_Q9I048,1.3.1.-; 1.3.1.91,Bacteria,BAA16888.1
Q12B26,UniRef50_Q12B26,2.1.1.61; 1.5.-.-,Bacteria,ABE44266.1
A1JL37,UniRef50_Q8EKQ2,1.3.3.3,Bacteria,CAL11261.1
B3WCP6,UniRef50_Q5XE03,1.1.1.94,Bacteria,CAQ66147.1
O26891,UniRef50_Q57865,1.17.1.8,Archaea,AAB85300.1
A3PRX7,UniRef50_P26935,1.1.1.18,Bacteria,ABN79093.1
B1X9Z0,UniRef50_P05989,1.1.1.86,Bacteria,ACB04805.1
Q2NS88,UniRef50_Q83AZ6,1.3.3.3,Bacteria,BAE74987.1
C5BR54,UniRef50_Q6D4P7,1.8.4.12,Bacteria,ACR12292.1
B7LW23,UniRef50_Q31X75,1.18.1.-,Bacteria,CAQ87929.1
Q4FRV0,UniRef50_P24404,1.1.1.85,Bacteria,AAZ19258.1
O87864,UniRef50_Q9RJH9,1.11.1.21,Bacteria,CAA74698.1
Q4UJP2,UniRef50_Q9ZC86,1.3.3.3,Bacteria,AAY62247.1
Q6AGD3,UniRef50_A9WQ84,1.2.1.38,Bacteria,AAT88562.1
P78218,UniRef50_P00382,1.5.1.3,Bacteria,CAB05887.1
Q0T1R0,UniRef50_Q9KTK0,1.7.1.13,Bacteria,ABF04755.1
Q4A087,UniRef50_O34475,1.-.-.-,Bacteria,BAE17524.1
P37666,UniRef50_Q328L4,1.1.1.79; 1.1.1.81; 1.1.1.215,Bacteria,AAB18530.1
P37666,UniRef50_Q328L4,1.1.1.79; 1.1.1.81; 1.1.1.215,Bacteria,AAC76577.2
P37666,UniRef50_Q328L4,1.1.1.79; 1.1.1.81; 1.1.1.215,Bacteria,BAE77742.1
Q0BHW3,UniRef50_Q4KI35,1.13.11.5,Bacteria,ABI86260.1
B4SXA4,UniRef50_C3K053,1.1.-.-,Bacteria,ACF65194.1
D4GPK6,UniRef50_D4GPK6,1.10.3.2,Archaea,ADE01515.1
B5F4R2,UniRef50_Q9KTK0,1.7.1.13,Bacteria,ACH48622.1
Q01911,UniRef50_Q93L51,1.14.13.231,Bacteria,AAA27471.1
Q8EB01,UniRef50_Q8EB01,1.8.4.8,Bacteria,AAN56719.2
Q8GAZ4,UniRef50_Q8GAZ4,1.14.12.17,Bacteria,BAC16771.1
Q28W35,UniRef50_P26163,1.3.7.7,Bacteria,ABD53077.1
Q1RJX3,UniRef50_Q9ZDR3,1.2.4.1,Bacteria,ABE04341.1
A7MU42,UniRef50_Q9KTX1,1.17.7.3,Bacteria,ABU70060.1
Q5WH54,UniRef50_Q7NEF6,1.2.1.41,Bacteria,BAD64301.1
P0ADU2,UniRef50_P0ADU3,1.-.-.-,Bacteria,AAA69197.1
P0ADU2,UniRef50_P0ADU3,1.-.-.-,Bacteria,AAC76065.1
P0ADU2,UniRef50_P0ADU3,1.-.-.-,Bacteria,BAE77085.1
B0U2T8,UniRef50_Q8PQU9,1.1.1.94,Bacteria,ACA12167.1
Q0T273,UniRef50_Q83QN1,1.3.3.3,Bacteria,ABF04592.1
Q9ZHE6,UniRef50_Q9ZHE6,1.1.1.23,Bacteria,AAC97355.1
Q9ZHE6,UniRef50_Q9ZHE6,1.1.1.23,Bacteria,AAM67663.1
P0A1Y2,UniRef50_P0A1Y3,1.8.1.-,Bacteria,AAA99277.1
P0A1Y2,UniRef50_P0A1Y3,1.8.1.-,Bacteria,AAL21444.1
Q39JM2,UniRef50_Q1BZ67,1.2.1.41,Bacteria,ABB07344.1
P57388,UniRef50_P57388,1.2.4.2,Bacteria,BAB13011.1
Q828A6,UniRef50_Q59279,1.2.1.38,Bacteria,BAC74474.1
P12944,UniRef50_P21852,1.12.2.1,Bacteria,AAA23378.1
Q4QMN4,UniRef50_P05989,1.1.1.86,Bacteria,AAX87713.1
B8E335,UniRef50_B8E335,1.5.1.5; 3.5.4.9,Bacteria,ACK42909.1
B4SVI1,UniRef50_P25924,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,ACF64115.1
B8ZLG6,UniRef50_Q02418,1.1.1.17,Bacteria,CAR68224.1
A9AHB2,UniRef50_B4EEW4,1.17.1.8,Bacteria,ABX16419.1
A9AHB2,UniRef50_B4EEW4,1.17.1.8,Bacteria,BAG42469.1
P94694,UniRef50_P94694,1.8.99.5,Bacteria,AAB41002.1
Q49ZM5,UniRef50_Q4L8G4,1.1.1.-,Bacteria,BAE17751.1
B6JL92,UniRef50_P94844,1.17.1.8,Bacteria,ACJ07670.1
Q0K7Z0,UniRef50_A6VKX9,1.4.3.5,Bacteria,CAJ93881.1
A6H0L5,UniRef50_A5FHT2,1.3.5.2,Bacteria,CAL43888.1
A4VQH8,UniRef50_C4ZQD6,1.-.-.-,Bacteria,ABP81229.1
O34425,UniRef50_P00362,1.2.1.59,Bacteria,AAC00355.1
O34425,UniRef50_P00362,1.2.1.59,Bacteria,CAB14862.1
Q2ITC6,UniRef50_Q6N2U4,1.18.1.2,Bacteria,ABD08534.1
B0KJ25,UniRef50_Q9UJ68,1.8.4.11,Bacteria,ABY96275.1
P61976,UniRef50_Q9K3J3,1.1.1.37,Bacteria,AAS04858.1
Q1R092,UniRef50_D0WGK0,1.1.1.86,Bacteria,ABE57866.1
Q7V7G9,UniRef50_Q8DK70,1.17.7.1,Bacteria,CAE20952.1
A3N3U7,UniRef50_P44909,1.4.3.5,Bacteria,ABN75083.1
Q7WS85,UniRef50_P44427,1.1.1.37,Bacteria,AAP82994.1
Q7WS85,UniRef50_P44427,1.1.1.37,Bacteria,AAP82995.1
Q7WS85,UniRef50_P44427,1.1.1.37,Bacteria,AAP82996.1
Q7WS85,UniRef50_P44427,1.1.1.37,Bacteria,AAV79049.1
Q8FSF0,UniRef50_Q9X5C9,1.1.1.-; 1.1.1.24,Bacteria,BAC17253.1
B7NSZ8,UniRef50_A7ZMP8,1.8.4.12,Bacteria,CAR17409.1
Q2FK43,UniRef50_P0A443,1.97.1.4,Bacteria,ABD21373.1
B6I5T8,UniRef50_Q8EAC7,1.7.2.2,Bacteria,BAG79889.1
Q5WEG2,UniRef50_P49814,1.1.1.37,Bacteria,BAD65248.1
Q74Y23,UniRef50_P25924,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,CAL18844.1
Q74Y23,UniRef50_P25924,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,AAM87485.1
Q74Y23,UniRef50_P25924,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,AAS60438.1
B4E6K2,UniRef50_Q0K6L4,1.14.99.60,Bacteria,CAR53795.1
B4R8T7,UniRef50_B4R8T7,1.17.7.4,Bacteria,ACG79302.1
Q9ZKD8,UniRef50_P00370,1.4.1.4,Bacteria,AAD06574.1
B1HW35,UniRef50_B1HW35,1.18.1.2,Bacteria,ACA39883.1
P75461,UniRef50_P37146,1.17.4.1,Bacteria,AAB96162.1
Q47XB8,UniRef50_Q8ZFX5,1.1.1.23,Bacteria,AAZ27302.1
Q5KXT1,UniRef50_P46919,1.1.1.94,Bacteria,BAD76505.1
Q9ZDY3,UniRef50_Q4UKI8,1.2.4.2,Bacteria,CAA14647.1
Q2P3W5,UniRef50_B2FPP3,1.13.11.54; 1.13.11.53,Bacteria,BAE68762.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAA67928.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAG28154.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAG28155.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAG28156.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAG28157.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAG28158.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAG28159.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37840.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37841.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37842.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37843.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37844.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37845.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37846.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37847.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37848.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,AAF37849.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,BAA96879.1
P43313,UniRef50_P43313,1.16.-.-,Bacteria,BAA96880.1
