P0CW05	AAM30191.1
B3CML1	CAQ55133.1
A7ZFK2	EAT98436.1
Q8Z4U3	CAD07688.1
Q8Z4U3	AAO68119.1
P9WQ61	CCP45752.1
A8I489	BAF87701.1
O84537	AAC68134.1
Q0I3F9	ABI25182.1
P33697	AAA16044.1
P33697	CAA80347.1
P33697	CAC49484.1
A2S9Y2	ABN02604.1
Q1LNE7	ABF08329.1
B8I4V6	ACL76610.1
Q39F54	ABB08912.1
P0A6Q8	AAG54482.1
P0A6Q8	BAB33605.1
P0AEJ6	AAC75494.2
P0AEJ6	BAA16323.1
A7MY04	ABU72175.1
A7MQM5	ABU78912.1
B0VE46	CAM88260.1
B0RVP4	CAP53135.1
Q9Y9F2	BAA81348.2
C1KYU1	CAS06248.1
Q2FGL1	ABD20453.1
A6W357	ABR73136.1
A1SYV2	ABM04667.1
Q8DSN8	AAN59370.1
Q0I4M3	ABI25635.1
A0ALK8	CAK21890.1
B4U908	ACG57619.1
B3PYQ1	ACE90980.1
B2JVN8	ACC75015.1
A5WA74	ABQ81034.1
Q8GKS1	AAN61144.1
Q8GKS1	BAC47846.1
P35597	AAK75703.1
P35597	AAA26883.1
Q6G6F9	CAG44216.1
Q0BTL1	ABI61841.1
Q3IFQ5	CAI85560.1
Q31YB6	ABB66942.1
A0AYY8	ABK10614.1
Q5XAE7	AAT87616.1
A4JLT2	ABO57235.1
B5ZN92	ACI54882.1
A5IVU3	ABQ50316.1
Q7WL20	CAE32426.1
A8FKB4	ABV51901.1
Q81M51	AAP28118.1
Q81M51	AAT56385.1
Q81M51	AAT33522.1
C0ZC06	BAH43315.1
P04995	AAA19938.1
P04995	AAA16417.1
P04995	AAC75072.1
P04995	BAA15839.1
A1JIG4	CAL10402.1
A4G7Y7	CAL62624.1
B1J5A5	ACA72157.1
B5FGB5	ACH67263.1
B7M7L3	CAQ99401.1
A3DBQ5	ABN51384.1
Q06174	BAA02182.1
Q06174	AAN81911.1
P77279	AAB40244.1
P77279	AAC73592.1
P77279	BAE76269.1
Q49ZN0	BAE17746.1
Q4JAN1	AAY80148.1
B1ICY3	ACA36036.1
Q5GRV1	AAW71273.1
Q08325	BAA02451.2
Q5HH27	AAW36530.1
Q662V0	AAU06921.1
Q89A61	AAO27182.1
B7HLJ9	ACJ79363.1
Q7A6A2	BAB42154.1
Q6LZM7	CAF30153.1
B0VQ12	CAP02903.1
Q71X35	AAT05130.1
P74838	AAC44360.1
A0AL74	CAK21756.1
Q5WAF1	BAD62637.1
P35552	CAA52165.1
P35552	ABR55363.1
B7GUP8	ACJ53194.1
B7GUP8	BAJ69787.1
Q5L975	CAH09355.1
Q7TTW4	CAE07255.1
E5KK10	ADQ42400.1
E5KK10	AET63831.1
F8JX40	AEW93317.1
F8JX40	CCB73675.1
Q8K943	AAM68057.1
Q8CPA9	AAO04654.1
Q045M0	ABJ59852.1
Q8TTT4	AAM03794.1
B1YAJ6	ACB40645.1
A3CSX5	ABN56475.1
Q8FHB1	AAN80458.1
Q58235	AAB98824.1
A1JNX2	CAL13082.1
P44760	AAC22232.1
B3EE18	ACD90720.1
B8HH63	ACL39652.1
A8F1N2	ABV84818.1
Q9I4K6	AAG04518.1
Q9ZJJ3	AAD06888.1
A5UH91	ABR00147.1
Q98BG6	BAB52006.1
D2PT98	ADB29414.1
E4W8Y2	CBH49907.1
Q2G493	ABD27330.1
B7V0Q3	CAW24745.1
B5FM59	ACH73718.1
O05101	AAK79689.1
O05101	AAB50348.1
Q603G2	AAU91131.1
Q5QXI6	AAV80861.1
Q8RDM3	AAL95683.1
B3EJG9	ACE04369.1
P43775	AAC22914.1
A4G1G8	CAL60355.1
Q1QVV9	ABE59399.1
P0DB04	AAM79979.1
A2RD70	CAM29795.1
P64154	AAF82983.1
P64154	AAF82884.1
A6T5R4	ABR75935.1
Q7NWQ6	AAQ59599.1
A5UUN1	ABQ90334.1
B1XP50	ACA99643.1
Q8F3K6	AAN49595.2
O83737	AAC65723.1
Q08079	BAD78420.1
Q08079	AAA18569.2
Q63XL4	CAH34515.1
C3LPB8	ACP04382.1
Q7NQS5	AAQ61722.1
Q0IAL3	ABI47641.1
Q0SS01	ABG87674.1
Q6GI21	CAG40040.1
B5YPP4	ACI37534.1
A9ISZ5	CAP43364.1
B7NL23	CAR16632.1
A4JHZ1	ABO55894.1
A1A171	BAF39454.1
C3PH91	ACP33195.1
Q6F9E6	CAG69318.1
B3DSS3	ACD98192.1
Q3K9W7	ABA75437.1
O84620	AAC68217.1
B0T7D1	ABZ74195.1
Q5WX38	CAH15499.1
Q3JQL8	ABA49993.1
Q5X7I9	CAH11764.1
A6UYG0	ABR83299.1
B9MIU6	ACM33112.1
B8GVY4	ACL97287.1
Q03YZ6	ABJ61576.1
Q1QD30	ABE74423.1
B4EDU1	CAR52513.1
Q2SPF3	ABC27471.1
Q48HJ1	AAZ37909.1
B5EJA0	ACH83774.1
B1W3N7	BAG19543.1
A3NRA1	ABN90497.1
B4RC43	ACG79836.1
B1IYY4	ACA77210.1
B8ZKS3	CAR68102.1
Q979L9	BAB60283.1
Q5PK58	AAV79717.1
A1R8N9	ABM10024.1
Q8CNR1	AAO05131.1
A6TEF4	ABR78938.1
C4L470	ACQ69592.1
P17721	CAA51205.1
P17721	AAD35770.1
P0AC53	AAA24775.1
P0AC53	AAC74922.1
P0AC53	BAA15660.1
P0AC53	AAA57018.1
P0AC53	AAA57019.1
P0AC53	AAA57020.1
P0AC53	AAA57021.1
P0AC53	AAA57022.1
P0AC53	AAA57023.1
P0AC53	AAA57024.1
P0AC53	AAA57025.1
P0AC53	AAA57026.1
P0AC53	AAA57027.1
P0AC53	AAA57028.1
P0AC53	AAA57029.1
P0AC53	CAA45220.1
Q8FEF0	AAN81815.1
P0A585	SIU00085.1
Q6G8J5	CAG43461.1
A7GJB8	ABS41963.1
O31458	BAA33133.1
O31458	CAB12030.1
B4RQC6	ACF30462.1
B1KTC6	ACA54465.1
B4EBL7	CAR52290.1
B8ZLK2	CAR68260.1
A8G2P3	ABV49874.1
Q82JK9	BAC70457.1
Q5GRT2	AAW71292.1
Q83FV7	AAO44685.1
B9DYW1	BAH05436.1
P0AEN1	AAA23806.1
P0AEN1	AAA23753.1
P0AEN1	AAA91058.1
P0AEN1	AAA67641.1
P0AEN1	AAC76847.1
P0AEN1	BAE77459.1
Q3B6R3	ABB22968.1
P64204	AAN33784.1
P64204	AEM20061.1
Q6F0E5	AAT76028.1
B6ELK8	CAQ78070.1
B5E1P6	ACF56666.1
P19498	AAA72189.1
P19498	AAB85778.1
B2ILX7	ACB89682.1
A3MNR5	ABO04283.1
P9WQN2	AAK48073.1
D5D8E3	ADE35315.1
Q2IE39	ABC82849.1
A1K1T6	CAL92791.1
Q891R3	AAO36782.1
A4QDM0	BAF54317.1
B2AG22	CAP62721.1
Q92AQ2	CAC97098.1
P0CZ60	AAM80147.1
C1D5N0	ACO76047.1
Q30SH9	ABB44052.1
Q3J459	ABA78425.1
B4R968	ACG77738.1
B0SNZ7	ABZ99009.1
B2V855	ACD66128.1
O33105	CAB16428.1
O33105	CAC30655.1
Q2W6Y6	BAE50389.1
P0A0T1	AAC08426.1
Q9Z9X0	BAA75312.1
Q9Z9X0	BAB04386.1
A1BI67	ABL66094.1
O83488	AAC65462.1
A7NKM0	ABU58040.1
O30509	AAB87634.1
O30509	AAB83965.1
O30509	CAB12489.2
Q5V1P6	AAV46556.1
Q1BAT1	ABG08003.1
B2IEA3	ACB95501.1
P61345	CAE77379.1
C0R5M6	ACN95068.1
A8Z6P5	ABW74824.1
B1YPV8	ACB65522.1
Q81IN3	AAP07391.1
A7ZX04	ABV04808.1
A1USB4	ABM45052.1
Q63GR0	AAU19949.1
Q9PGR6	AAF83045.1
A8YUI5	ABX26923.1
A5U003	ABQ72353.1
Q1GBF3	CAI97301.1
Q57D61	AAX74423.1
B1LUA9	ACB22489.1
Q48VF9	AAX71297.1
Q8UFS3	AAK87115.2
P9WN63	CCP43361.1
Q92J75	AAL02732.1
C1EV88	ACO29178.1
Q1QVB5	ABE59593.1
A5EKP4	ABQ36738.1
B4F0A6	CAR43994.1
Q9RR46	AAD29104.1
Q9RR46	AEO06014.1
Q0TQU5	ABG84966.1
Q83BM9	AAO90971.1
Q5HU43	AAW35527.1
B2K8R6	ACC88222.1
B0VEN3	CAM85661.1
Q5HBG3	CAH58088.1
Q5HBG3	CAI26872.1
Q5XE09	AAT86354.1
B9K6N9	ACM22622.1
Q7WEV0	CAE34895.1
Q83M01	AAN42191.1
Q83M01	AAP16064.1
A7ZSW4	ABV16561.1
A2BWL8	ABM72179.1
B0T014	ABZ73504.1
C3P8D3	ACQ48001.1
B7LSE2	CAQ90885.1
Q818M4	AAP11140.1
Q88JY0	AAN68125.1
Q0KFF8	CAJ91263.1
B5RBG3	CAR37837.1
P0AAB6	AAC77853.1
P0AAB6	AAC75103.1
P0AAB6	BAA15896.1
A0L003	ABK49372.1
P0A4Y5	SIU00194.1
P74181	BAA18270.1
Q48F57	AAZ35473.1
Q8X8Y6	AAG54469.1
Q8X8Y6	BAB33592.1
Q4KHH8	AAY90461.1
B4RS18	AEA97820.1
B1KG89	ACA88226.1
B3PI82	ACE85491.1
A4VWR1	ABP90550.1
Q3KHB4	ABA72842.1
B8GN14	ACL73829.1
Q8NWD0	BAB95352.1
B7LYG9	CAQ99839.1
B4TK42	ACF66615.1
B8GHM9	ACL16634.1
A4WFL3	ABP62493.1
A7H6H5	ABS24321.1
Q8CJX6	CAD55493.1
Q07TH8	ABJ04756.1
Q5H1X3	AAW75048.1
Q6CZK3	CAG77045.1
B6ES35	CAQ81519.1
A8A446	ABV07300.1
P9WN50	AAK46553.1
A7X2S3	BAF78407.1
B1XLT6	ACB00610.1
B4T868	ACF67669.1
Q816G6	AAP11766.1
A5VV25	ABQ62542.1
Q2JNM6	ABD01633.1
B7JL64	ACK88919.1
B7LYG7	CAQ99837.1
Q07K87	ABJ07647.1
Q6N344	CAE29291.1
A5GT38	CAK28047.1
Q13S07	ABE33132.1
P39118	CAA81040.1
P39118	AAC00214.1
P39118	CAB15076.1
Q5H6Q3	AAW73367.1
Q1R844	ABE08470.1
A6M334	ABR37014.1
Q8X6X6	AAG58538.1
Q8X6X6	BAB37700.1
Q21M30	ABD80249.1
A8FLN0	ABV52367.1
Q47YJ7	AAZ28153.1
Q4QKI9	AAX88458.1
Q3SJR2	AAZ97088.1
P57336	BAB12958.1
Q5NXV7	CAI10107.1
Q31QN4	ABB56635.1
Q57AW2	AAX75222.1
Q3BM80	CAJ26133.1
Q2KTX5	CAJ50885.1
Q821Z6	AAP05530.1
A7ZQ90	ABV21077.1
B7V9H3	CAW26603.1
B7MGF0	CAR05358.1
Q7MJ49	BAC95077.1
Q1LL91	ABF09085.1
Q0TC30	ABG71499.1
A8YYC6	ABX30146.1
A7ZPJ8	ABV21130.1
B5F0D6	ACH51955.1
A3CM30	ABN44235.1
A6TJM5	ABR46393.1
Q8PAU4	AAM40681.1
A6WXE0	ABS13644.1
Q13F06	ABE37333.1
Q31H51	ABB41522.1
Q5X1A3	CAH13993.1
Q1GBQ8	CAI97186.1
B7MH48	CAR03857.1
Q2W2C2	BAE52003.1
A8H589	ABV87726.1
A9R397	ABX88111.1
Q0BWR4	ABI76184.1
A5GJK5	CAK23120.1
A3PBT3	ABO17208.1
Q93IM5	CAC48241.1
Q93IM5	AAL21303.1
Q7VIB6	AAP77288.1
Q0BJQ3	ABI85620.1
A0K1R7	ABK05237.1
Q62DU0	AAU45982.1
Q5F7J0	AAW89847.1
B2K906	ACC89757.1
B7NMB8	CAR18418.1
A5W167	ABQ77877.1
Q39AS8	ABB10433.1
Q88YE8	CCC78278.1
B5BDW7	CAR60570.1
Q73S29	AAS06797.1
Q2KDT9	ABC88997.1
A7FFG7	ABS45868.1
Q6AE97	AAT89299.1
Q55855	BAA10611.1
B9KM22	ACM00020.1
A7HKP2	ABS60475.1
A4WUN2	ABP71096.1
P57963	AAK03815.1
Q9CD44	CAC29757.1
A5CQQ7	CAN01411.1
Q8YQB2	BAB75620.1
A1R8Q0	ABM10179.1
B4T671	ACF65112.1
Q92I93	AAL03065.1
Q2G929	ABD25644.1
Q1CSU6	ABF84976.1
Q6CYJ8	CAG77404.1
A1TQF3	ABM33191.1
Q89QJ5	BAC48398.1
Q57HY1	AAX67681.1
Q1B431	ABG10353.1
P9WN56	AAK48072.1
C3N7B7	ACP46111.1
B0KBW9	ABY93905.1
Q50986	CAA90326.1
P9WN57	CCP46432.1
B7LVB3	CAQ89740.1
B7LEP1	CAV02206.1
Q57JQ8	AAX67054.1
B6ITH3	ACI99191.1
B2HHM1	ACC41719.1
B1IS24	ACA79272.1
B3Q6Y9	ACF03288.1
Q2SPJ2	ABC27432.1
B0K5C1	ABY92114.1
Q0SQ01	ABG86056.1
B7IIX2	ACK95760.1
A9WS93	ABY23681.1
Q6N3I8	CAE29146.1
Q6LQL4	CAG20412.1
P0A3Y4	AAL00303.1
B1IZH8	ACA75782.1
Q83BH2	AAO91033.1
P30798	AAA71937.1
P30798	AAA71932.2
P30798	AAA71933.1
P30798	AAV89864.1
Q7NSR8	AAQ61016.1
C3LHA0	ACP15532.1
P26971	AAB02347.2
P26971	CAC14300.1
P26971	CBH21233.1
A5UU55	ABQ90158.1
B3E6Z6	ACD96401.1
Q73LE9	AAS12430.1
Q5PD33	AAV76224.1
A6T6I3	ABR76204.1
C6DCY7	ACT14312.1
Q7UB84	AAN45437.1
Q7UB84	AAP18763.1
A1VAI9	ABM27455.1
Q3M3M2	ABA24414.1
A9IZW8	CAK02633.1
Q89NA7	BAC49200.1
P45093	AAA95976.1
P45093	AAC22832.1
A3NR09	ABN91613.1
Q479I3	AAZ48498.1
Q8PST3	AAM32689.1
A7ZJD0	ABV17240.1
P62708	AAN79304.1
B2HQV4	ACC39274.1
C4LLD4	ACR18639.1
P0A9C9	CAA77814.1
P0A9C9	AAB03057.1
P0A9C9	AAC76907.1
P0A9C9	BAE77385.1
A1KV25	CAM10725.1
B2SBQ3	ACD74290.1
A7FLK2	ABS49655.1
P33158	AAA26800.1
P33158	CAC04045.1
A5W5B3	ABQ79323.1
A4FAB4	CAM00989.1
A4WAF3	ABP60683.1
B1XS92	ACB44727.1
Q0SI65	ABG92771.1
Q72ZD6	AAS43633.1
O84102	AAC67691.1
A0A009IHW8	EXB04249.1
Q8PZ11	AAM30382.1
Q3JK54	ABA53130.1
C5D665	ACS25381.1
A3DIJ8	ABN53777.1
Q8TZY8	AAL81961.1
C4L132	ACQ70995.1
Q6GE90	CAG41411.1
A2RM23	CAL98350.1
Q1AWF5	ABG04273.1
A4IT43	ABO68497.1
Q7D5C1	AAK48000.1
Q8F136	AAN50500.1
Q21LR0	ABD80369.1
Q8TJC6	AAM07211.1
B2GA64	BAG26546.1
B1IVR4	ACA76781.1
Q9ZI57	AAD02152.1
P0ABD7	AAN41837.1
P0ABD7	AAP15718.1
B1KJM7	ACA85700.1
Q2JI31	ABD03740.1
Q0K3N1	CAJ95393.1
B5BAP2	CAR58345.1
Q0S005	ABG99131.1
B5XNH4	ACI09603.1
Q4ZN72	AAY39400.1
C4L481	ACQ69603.1
B1KJL0	ACA85683.1
A5UBS0	ABQ98221.1
B5XQJ3	ACI11884.1
B9DVD9	CAR43197.1
Q2FG38	ABD21607.1
A9N478	ABX66030.1
B5F8U6	ACH52567.1
Q74LB3	AAS08254.1
B7N8V6	CAR11657.1
B8G381	ACL25254.1
A1UH86	ABL92194.1
A6TC02	ABR78123.1
A4TL75	ABP40037.1
Q99YE0	AAK34488.1
Q99YE0	AAZ52103.1
B9KF15	ACM63650.1
A6VNE6	ABR74493.1
B8DEK7	ACK40036.1
Q8RMD1	CAD29485.2
Q8RMD1	AEV84574.1
A8EYA8	ABV73341.1
C6VQ34	ACT62299.1
P9WJP7	CCP44453.1
A2BQS1	ABM70132.1
Q04DN6	ABJ57436.1
B7UJ86	CAS07738.1
Q1WUR6	ABD99269.1
A9N1T5	ABX65785.1
Q04416	AAC80224.1
Q04416	AAF76242.1
Q04416	CAJ77823.1
Q04416	BAB40578.1
P31119	AAA17550.1
P31119	AAB40483.1
P31119	AAC75875.1
P31119	BAE76905.1
P31119	AAT42454.1
B1IXM6	ACA77002.1
B7HRY9	ACJ81272.1
Q47EF3	AAZ46778.1
Q5FMB3	AAV42161.1
Q830B4	AAO82566.1
Q6AD33	AAT89711.1
Q31HN9	ABB41334.1
Q57M23	AAX66239.1
P66841	BAB41913.1
B0TIW1	ABZ75656.1
B8D985	ACL30656.1
Q30SB4	ABB44117.1
P21577	AAA27330.1
P21577	CAA41555.1
P21577	ABB56071.1
Q03T07	ABJ63665.1
B7MD62	CAR01747.1
A8AZH2	ABV10009.1
Q9CHU6	AAK04720.1
B4EZD9	CAR43683.1
Q57RH2	AAX64689.1
C6DAJ9	ACT12007.1
A5W6X9	ABQ79889.1
C6DA54	ACT13810.1
A6Q1S1	BAF69430.1
Q16BI0	ABG30663.1
P63433	BAB57512.1
B5BDD0	CAR60373.1
A7FFD1	ABS47582.1
B1IJE7	ACA43856.1
Q98FX7	BAB50439.1
B3H169	ACE61338.1
Q4QL95	AAX88202.1
Q9KWS3	BAB03535.1
A0JTE5	ABK02315.1
Q9KPB6	AAF95599.1
Q664W4	CAH22893.1
A8GM71	ABV74496.1
Q5PIJ4	AAV76310.1
B2SVN4	ACD60108.1
A7HMJ7	ABS61130.1
P51067	AAC43868.1
P51067	AAC43870.1
P51067	AAC43873.1
P51067	AAC43875.1
P51067	AAC43877.1
P51067	AAC43879.1
P51067	AAC43881.1
P51067	AAC43883.1
P51067	AAC43885.1
P51067	AAC43887.1
P51067	AAC43889.1
P51067	AAC43891.1
P51067	AAC43893.1
P51067	AAC43895.1
P51067	AAC43897.1
P51067	AAL23009.1
Q5L2Y4	BAD74696.1
A7GYC8	EAT99809.1
Q8D7K4	AAO07121.1
A0P8X0	BAF37284.1
K9NBS6	AFY17041.1
P9WQC9	CCP45725.1
P06720	CAA28581.1
P06720	AAA24149.1
P06720	AAA97019.1
P06720	AAC77080.1
P06720	BAE78121.1
Q0VSA5	CAL15943.1
A7H3E3	ABS43373.1
A4SSA7	ABO91779.1
Q8K9I0	AAM67908.1
A3MKW5	ABO06813.1
P28629	AAA23481.1
P28629	AAA97017.1
P28629	AAC77078.2
P28629	BAE78119.1
Q1LTH8	ABF14325.1
P0A959	AAC75350.1
P0A959	BAA16127.1
Q8YYH3	BAB72834.1
B9JCD8	ACM26059.1
Q7VJW4	AAP76726.1
O33830	CAA04524.1
O33830	AAD36897.1
A6VA18	ABR85201.1
Q8YD03	AAL53616.1
Q8P0X2	AAL97784.1
B2SHB9	ACD31127.1
Q8U3P6	AAL80535.1
P27743	CAA40561.1
P26366	AAL23178.1
O58954	BAA30329.1
B5YPM2	ACI35520.1
A9C011	ABX36273.1
Q5HMA0	AAW55043.1
A5HYY0	CAL81989.1
A5HYY0	ABS36619.1
Q8RGA2	AAL94609.1
A5W0S6	ABQ77736.1
A4WRF5	ABP69969.1
P63883	AAB40464.1
P63883	AAC75856.2
P63883	BAE76886.1
Q8ZRA1	AAL19444.1
B1KUY8	ACA55502.1
A3DH19	ABN53248.1
Q1J7E4	ABF37630.1
C0QC86	ACN17103.1
Q3BX12	CAJ22601.1
Q9ZFG9	AAD04921.1
Q5FJW9	AAV43005.1
Q63PC7	CAH37461.1
C4K346	ACQ66989.1
Q44495	AAA87312.1
P61488	BAA25848.1
P61488	BAA25849.1
P61488	AAS80514.1
Q1RGU4	ABE05420.1
Q8E062	AAM99759.1
A9W5V0	ABY30956.1
B1L993	ACB08891.1
B1L993	CAC21217.1
A8A816	ABV08670.1
Q5HMY5	AAW54814.1
Q03W49	ABJ62573.1
Q5HLA3	AAW52930.1
Q6GJR7	CAG39422.1
Q9WWW6	CAB51047.1
B0BB32	CAP06694.1
Q88DW6	AAN70275.1
P66012	BAB56542.1
P99118	BAB41592.1
P21762	AAA18984.1
P21762	AAD08603.1
Q8XHH8	BAB82212.1
Q8RQN1	BAB88820.1
Q8RQN1	BAC17030.1
A1VP99	ABM37477.1
P57823	AAK02279.1
A8AY33	ABV09291.1
Q92J85	AAL02722.1
Q0SQ45	ABG85954.1
Q7ML77	BAC94314.1
B7VQ44	CAV25306.1
Q1IJ49	ABF43101.1
Q9S2Q7	CAB51263.1
A0KNI2	ABK37083.1
B2J3G8	ACC78898.1
A9KBI4	ABS76918.2
Q48UB9	AAX71687.1
Q5XA12	AAT87751.1
B5BKC3	CAR59482.1
A9CKY2	AAK91031.1
A4TEW1	ABP47309.1
P59793	AAM23311.1
Q31TK2	ABB68606.1
P59298	AAN83346.1
C1A138	BAH34323.1
Q6NC44	CAE26073.1
Q5KW95	BAD77041.1
Q979H8	BAB60325.1
Q2J862	ABD12530.1
Q4K515	AAY94802.1
Q82SI5	CAD86253.1
Q6GAW0	CAG42611.1
Q2JK57	ABD02938.1
P58827	CAM29914.1
Q8X730	AAG59162.1
Q8X730	BAB38312.1
A4XRA9	ABP83875.1
Q6N702	CAE27902.1
B1KI25	ACA85503.1
Q6AR56	CAG35168.1
Q98GV2	BAB50114.1
Q21LT1	ABD80348.1
O66143	BAB13154.1
O66143	BAA25386.1
B9KP00	ACM02322.1
C1F4E8	ACO34077.1
C0Q5T6	ACN46402.1
A7FHL7	ABS49062.1
P73935	BAA18001.1
A9NAH7	ABX77450.1
Q7VGF2	AAP77967.1
B8D6V9	ACL29874.1
B1W3B3	BAG22795.1
A7FY09	ABS33533.1
C4L3U2	ACQ71437.1
A4T032	ABP35096.1
B7GGR5	ACJ32867.1
Q1RB46	ABE07418.1
Q97GH7	AAK80345.1
Q2YPQ8	CAJ10027.1
Q0HQV5	ABI44500.1
P61521	CAE49693.1
Q32J49	ABB60658.1
Q741J6	AAS03411.1
Q980I9	AAK40642.1
Q1QLB8	ABE62979.1
Q2LT95	ABC77305.1
Q828A3	BAC74477.1
Q5FTC0	AAW60376.1
A4J3N2	ABO49685.1
Q8Y6U4	CAC99666.1
Q3ZZN3	CAI82630.1
Q7VRB8	CAD83371.1
Q7NZU4	AAQ58502.1
Q03LH5	ABJ65947.1
C1F510	ACO33563.1
B7LHX9	CAU99973.1
Q3IQG6	CAI49630.1
A8A4Y7	ABV07591.1
Q1J5M4	ABF38362.1
A7MXC0	ABU69102.1
A1UZL8	ABM51593.1
Q5PK73	AAV79724.1
Q5WGS7	BAD64428.1
A5F3S6	ABQ21024.1
A5F3S6	ACP08366.1
P59612	AAN66969.1
B1LHI4	ACB16539.1
A1S6D3	ABL99939.1
C1KWM8	CAS05703.1
B3GXI4	ACE61443.1
P57840	AAK02443.1
B5QVE4	CAR35267.1
C3MHI8	ACP24316.1
B0CJG9	ABY38921.1
Q9X5D2	AAD27840.1
Q9X5D2	AAC35272.1
Q9X5D2	BAB99014.1
Q9X5D2	CAF21630.1
B3PBH2	ACE82911.1
Q8Z541	CAD07531.1
Q8Z541	AAO68271.1
C0Q067	ACN45571.1
Q8DYU6	AAN00248.1
Q5HF01	AAW38351.1
B7M5A0	CAR00722.1
B8ZNX6	CAR69742.1
A6UUV1	ABR56273.1
B2IQJ2	ACB90616.1
Q9CCS6	CAC30024.1
A4VVU0	ABP90229.1
P43877	AAA72027.1
A9L516	ABX49778.1
Q88Y39	CCC78391.1
Q9KCA6	BAB05386.1
B7ILG9	ACK93840.1
P39912	CAA46760.1
P39912	AAC00298.1
P39912	CAB14953.1
B1LLL1	ACB17709.1
Q1BWW8	ABF75887.1
B1JCH2	ACA74248.1
A4IYS7	ABO47078.1
B2K5L4	ACC89365.1
A7GN53	ABS21561.1
Q8DYU4	AAN00250.1
B8ZKM6	CAR69143.1
Q0TKQ3	ABG68478.1
Q9HLE5	CAC11428.1
Q5X4K4	CAH12824.1
A5EJC6	ABQ36270.1
B5E5N2	ACF56600.1
P0CF87	AAA79806.1
P0CF87	BAA16506.1
A3M692	ABO12436.2
P46240	AAD09433.1
P46240	AAM68017.1
B8D8P9	ACL30471.1
Q885J7	AAO55354.1
Q1I6Z6	CAK16586.1
C1C7X8	ACO16007.1
Q83KB6	AAN43850.2
Q83KB6	AAP17669.1
A0R200	ABK74032.1
A0R200	AFP41254.1
B7NJB4	CAR16433.1
Q9K9D5	BAB06432.1
Q39I25	ABB07891.1
B7MAV5	CAR03104.1
A8IFY6	BAF86001.1
Q4KJI9	AAY95859.1
Q4KC83	AAY92314.1
Q1RB49	ABE07415.1
B1X9W2	ACB04777.1
A4INR2	ABO66966.1
Q6GGU3	CAG40475.1
Q3SVJ1	ABA03700.1
C3M9S1	ACP26846.1
Q9K6H3	BAB07475.1
Q8FSF1	BAC17252.1
A6Q1H1	BAF69330.1
Q9I344	AAG05070.1
B1ICS9	ACA36397.1
A9BPU5	ABX33064.1
Q2G0L7	ABD29691.1
Q0BJL7	ABI85656.1
Q9KRQ1	AAF94739.2
Q2J3F7	ABD05003.1
B8DC39	ACK39802.1
A7FSI4	ABS35226.1
Q58694	AAB99305.1
P0AEC6	AAN81797.1
A9WGE2	ABY35474.1
D3E4V5	ADC47499.1
Q4JAI7	AAY80193.1
A0Q5Y4	ABK89649.1
A3MLK7	ABO07069.1
Q5MZS4	BAD80446.1
B7MAG2	CAR01408.1
Q726J4	AAS97584.1
Q1D225	ABF91845.1
Q1C6W3	ABG13809.1
Q8KGA2	AAM71314.1
Q31BZ1	ABB49604.1
Q8X648	AAG57281.2
Q8X648	BAB36458.1
Q6D3B4	CAG75730.1
Q1MP86	CAJ55191.1
A9I174	CAP40831.1
Q5JEX0	BAD86308.1
Q46669	AAA18786.1
Q2INL1	ABC80390.1
A2REA6	CAM30181.1
Q2RUI7	ABC22208.1
Q02JU1	ABJ10638.1
Q8NQU5	BAB98722.1
Q8NQU5	CAF20027.1
B1KX15	ACA54704.1
B1J4E4	ACA71582.1
A1KPT5	CAL73653.1
B1ZWG7	ACB76919.1
B6I1E8	BAG77629.1
Q0KEQ3	CAJ91518.1
A9BIX4	ABX32462.1
B7MDB8	CAR03350.1
A1KW97	CAM11154.1
A5EVQ4	ABQ13169.1
Q5YQ72	BAD59669.1
A8G8D9	ABV39379.1
B7ISX6	ACK94648.1
A5CQP6	CAN01400.1
C1DQS9	ACO77602.1
F2RB81	CCA54209.1
A6VMT0	ABR74277.1
B4SXD6	ACF61596.1
A8Z045	ABX28818.1
P39070	AAB03370.1
P39070	CAA83919.1
P39070	CAB13488.1
B1J2E9	ACA70848.1
A3NWA6	ABN88655.1
A3DIK9	ABN53788.1
B2K217	ACC88900.1
Q32ED1	ABB62324.1
Q8DJS3	BAC08701.1
B1I8S2	ACA37423.1
Q325G4	ABB65044.1
Q5FPK0	AAW61696.1
A7NK79	ABU57899.1
Q2SZG8	ABC39050.1
A4Y6S3	ABP75656.1
Q8DSZ0	AAN59254.1
Q3SWG9	ABA03372.1
P54413	CAL34361.1
P54413	CAA59932.1
Q6G7M2	CAG43799.1
Q64TE4	BAD49235.1
Q0P9S6	CAL35094.1
Q8TXS3	AAM01802.1
B7LS29	CAQ89221.1
A9LZN9	ABX73397.1
B8CVD4	ACJ31610.1
Q5H2I4	AAW74837.1
Q0SYG2	ABF05903.1
B0TSP8	ABZ78002.1
Q8NNJ8	BAB99593.1
Q8NNJ8	CAF20541.1
O34932	AAC00353.1
O34932	CAB14866.1
D5E7G9	ADE37107.1
Q6ALU4	CAG36681.1
P20901	AAA21883.1
O66043	AAC05444.1
O66043	ADC48447.1
Q7A3E2	BAB43652.1
Q6GDN7	CAG41620.1
C0MD70	CAX00016.1
A7ZL20	ABV20793.1
Q3MDK7	ABA20929.1
Q65K14	AAU23243.1
Q65K14	AAU40600.1
Q8ZH62	CAL19713.1
Q8ZH62	AAM86681.1
Q8ZH62	AAS62986.1
