scientific_name,temp,dif,taxid
Megasphaera indica,37.0,0.0,879612
Microbacterium foliorum,27.33333333333333,0.3333333333333333,104336
Oceanobacillus chironomi,33.5,0.0,381706
Thermostaphylospora chromogena,50.0,0.0,35622
Bacillus sphaericus  H10,0.0,0.0,
Escherichia coli O113: H21,30.0,0.0,
Shigella flexneri 6,30.0,0.0,424719
Prevotella zoogleoformans,37.0,0.0,
Pseudoxanthomonas suwonensis,30.0,0.0,314722
Xylanibacillus composti,45.0,0.0,1572762
Bacteroides pyogenes,37.0,0.0,310300
Salmonella enterica enterica Aberdeen,30.0,0.0,
Planifilum fulgidum,60.0,0.0,201973
Streptomyces spiroverticillatus,28.0,0.0,67366
Blastococcus aggregatus,26.0,0.0,38502
Fictibacillus gelatini,50.0,0.0,225985
Halodesulfovibrio oceani,20.0,0.0,983975
Salmonella enterica enterica Luciana,30.0,0.0,
Lentinus lepideus,24.0,0.0,
Fluoribacter bozemanae,37.0,0.0,447
Pseudosphingobacterium domesticum,37.0,0.0,
Kitasatospora cystarginea,28.0,0.0,58350
Dysgonomonas termitidis,30.0,0.0,1516126
Halococcus sediminicola,35.0,0.0,1264579
Fusarium equiseti,22.0,1.571428571,61235
Telmatobacter bradus,22.0,0.0,474953
Microbulbifer hydrolyticus,28.33333333333333,0.0,48074
Bifidobacterium tsurumiense,37.0,0.0,356829
Vogesella facilis,26.0,0.0,1655232
Paenibacillus brasilensis,30.0,0.0,128574
Clostridium uliginosum,20.0,0.0,119641
Thiorhodococcus bheemlicus,28.0,0.0,
Chrysochromulina quadrikonta,20.0,0.0,
Aliidiomarina haloalkalitolerans,28.0,0.0,859059
Ruegeria marina,30.0,0.0,639004
Arthrobacter silviterrae,28.0,0.0,2026658
Exobasidium vaccinii,21.0,1.0,5407
Streptomyces brevispora,28.0,0.0,887462
Komagataeibacter rhaeticus,29.0,0.0,215221
Rhodococcus gannanensis,28.0,0.0,1960308
Barnesiella sp.,37.0,0.0,2033407
Roseburia inulinivorans,37.0,0.0,360807
Anoxybacillus flavithermus,63.5,8.5,33934
Candida parapsilosis,25.0,1.0,5480
Fischerella sp. ,28.5,8.5,
Pseudomonas libanensis,29.0,0.0,75588
Gongronella lacrispora,24.0,0.0,703015
Erysipelothrix rusiopathiae,37.0,0.0,
Roseivirga maritima,18.0,0.0,1817404
Halospirulina sp.,23.0,0.0,
Aestuariibacter salexigens,32.5,0.0,226010
Neisseria musculi,37.0,0.0,1815583
Enterobacter hormaechei subsp. xiangfangensis,37.0,2.3333333333333304,1296536
Prorocentrum micans,20.0,0.0,2945
Streptomyces rishiriensis,28.0,0.0,68264
Chryseobacterium culicis,30.16666666666667,1.5,680127
Angulomicrobium tetraedrale,28.0,0.0,217068
Listonella anguillarum,28.0,2.57142857142857,
Pedobacter hartonius,13.5,0.0,425514
Duganella sacchari,28.0,0.0,551987
Carnobacterium antarcticum,30.0,0.0,2126436
Phellinus nigrolimitatus,20.0,0.0,
Lunatimonas salinarum,30.0,0.0,1774590
Clostridium amylolyticum,37.0,0.0,1121298
Thioalkalivibrio versutus,30.0,0.0,106634
Mycobacterium wolinskyi,33.5,0.0,
Prevotella oris,37.0,0.0,28135
Corynebacterium canis,37.0,0.0,679663
Pseudomonas ludensis,30.0,0.0,
Kocuria uropygioeca,28.0,0.0,2055844
Lechevalieria roselyniae,28.0,0.0,531940
Aliidiomarina iranensis,24.0,0.0,1434071
Roseomonas wenyumeiae,37.0,0.0,
Closterium rostratum,20.0,0.0,
Mucilaginibacter lutimaris,20.0,0.0,931629
Cylindrocarpon heteronema,24.0,0.0,
Prevotella bivia,37.0,0.0,28125
Alcanivorax xenomutans,30.0,0.0,1094342
Chryseobacterium taklimakanense,30.0,3.0,536441
Kuehneromyces mutabilis,24.0,1.4,71948
Schizosaccharomyces japonicus var. japonicus,25.0,0.0,
Streptomyces pharmamarensis,28.0,0.0,889792
Eionea nigra,29.0,0.0,287488
Alistipes finegoldii,37.0,0.0,214856
Desulfobacterium niacini,30.0,0.0,2297
Desulfovibrio magneticus,30.0,0.0,184917
Photorhabdus temperata subsp. cinerea,28.0,0.0,
Neptunicoccus sediminis,24.0,0.0,1892596
Micromonospora yangpuensis,28.0,0.0,683228
Zhihengliuella sp.,28.0,0.0,1954483
Nocardia polyresistens,29.0,0.0,280618
Klebsiella pneumoniae rhinoscleromatis,30.0,0.0,
Lactobacillus paracasei subsp. paracasei,30.0,0.583333333,47714
Pseudomonas zhaodongensis,28.0,0.0,1176257
Gibbsiella dentisursi,30.25,2.25,796890
Acaricomes phytoseiuli,25.0,0.0,291968
Amycolatopsis thermoflava,45.0,0.0,84480
Pyruvatibacter mobilis,30.0,0.0,1712261
Howardella ureilytica,37.0,0.0,404403
Salinigranum salinum,38.0,0.0,1364937
Psilocybe caerulescens var. mazatecorum,24.0,0.0,
Desulfomicrobium salsuginis,35.0,0.0,426707
Mycobacterium avium,37.0,2.0738636365,1764
Sebaldella termitidis,37.0,0.0,826
Legionella pneumophila pneumophila 2,37.0,0.0,
Sporolactobacillus shoreae,30.0,0.0,1465501
Battersia arctica,4.0,0.0,117514
Caldicellulosiruptor obsidiansis,78.0,0.0,717609
Pseudomonas moorei,29.5,0.5,395599
Streptomyces marinus,28.0,0.0,582854
Yersinia intermedia 9,30.0,0.0,
Alicyclobacillus macrosporangiidus,50.0,0.0,392015
Salinivirga cyanobacteriivorans,35.0,0.0,1307839
Algoriphagus aquaeductus,28.0,0.0,475299
Bacillus sphaericus  H25,0.0,0.0,
Schizymenia dubyi,10.0,0.0,38368
Streptomyces geldanamycininus,28.0,0.0,285548
Thermococcus pacificus,85.0,0.0,71998
Aquabacterium olei,28.0,0.0,1296669
Asperococcus bullosus,12.5,2.5,27957
Methanolacinia petrolearia,37.0,0.0,54120
Akkesiphycus lubricus,10.0,0.0,
Stereum hirsutum,25.0,0.0,40492
Peptostreptococcus canis,37.0,0.0,1159213
Tranquillimonas alkanivorans,37.0,0.0,441119
Eutreptiella sp. ,20.0,0.0,
Erythrobacter flavus,30.0,0.0,192812
Kitasatospora viridis,28.0,0.0,281105
Desulfuromonas acetoxidans,30.0,0.0,891
Streptomyces baliensis,28.0,0.0,542764
Pseudactinotalea terrae,20.0,0.0,1743262
Carnobacterium inhibens inhibens,37.0,0.0,
Tychonema bourrellyi,20.0,0.0,54313
Azovibrio restrictus,28.0,0.0,146938
Penicillium raciborskii,24.0,0.0,70559
Hafniomonas reticulata,25.0,0.0,51322
Morganella psychrotolerans,29.0,0.0,368603
Serratia marcescens marcescens O10,30.0,0.0,
Ignatzschineria indica,37.0,0.0,472583
Amphritea balenae,16.0,0.0,452629
Azospirillum fermentarium,28.0,0.0,1233114
Oligella ureolytica,34.666666666666664,0.5833333333333334,90244
Streptomyces muensis,28.0,0.0,1077944
Mycoplasma pneumoniae,37.0,0.0,2104
Desulfofundulus solfataricus,60.0,0.0,190967
Enterococcus raffinosus,37.0,0.0,71452
Bacillus hemicellulosilyticus,33.5,0.0,127886
Pseudomonas brassicacearum subsp. neoaurantiaca,28.0,0.0,494916
Rhizobium lupini,28.0,0.6666666665,
Vibrio pectenicida,21.5,2.1666666666666665,62763
Bryopsis plumosa,10.0,0.0,3130
Angiococcus sp.,28.0,0.0,
Bifidobacterium pullorum subsp. saeculare,37.0,0.0,
Friedmanniella antarctica,20.0,0.0,53388
Marinobacter salarius,25.0,0.0,1420917
Rhodobacter ovatus,30.0,0.0,439529
Allokutzneria albata,28.5,0.5,211114
Lactococcus chungangensis,33.5,0.0,451457
Pseudonocardia kunmingensis,28.0,0.0,630975
Ecklonia maxima,10.0,0.0,428677
Gliocladium viride,24.0,0.0,73577
Kribbella karoonensis,29.0,0.0,324851
Luteolibacter algae,20.0,0.0,454151
Segetibacter koreensis,30.0,0.0,398037
Aquaticitalea lipolytica,26.0,0.0,1247562
Microbacterium arborescens,30.0,0.75,33883
Pseudomonas parafulva,30.0,0.0,157782
Roseomonas aestuarii,30.0,0.0,568898
Tetrasphaera vanveenii,25.0,0.0,330835
Thermodesulfitimonas autotrophica,58.0,0.0,1894989
Allokutzneria multivorans,28.0,0.0,1142134
Bipolaris victoriae,24.0,0.0,40125
Staphylococcus sciuri sciuri,37.0,0.0,
Pseudomonas antarctica,26.5,0.0,219572
Proteus mirabilis,32.333333333333336,1.6080246913580234,584
Sphingorhabdus flavimaris,30.0,0.0,
Eubacterium moniliforme,37.0,0.0,
Salpingoeca infusionum,15.0,0.0,86018
Nitzschia fruticosa,20.0,0.0,
Pararhizobium capsulatum,26.0,0.0,34014
Winogradskyella pocilloporae,25.0,0.0,2161678
Caldanaerobacter subterraneus,68.75,1.25,911092
Haemophilus paracuniculus,37.0,0.0,734
Streptomyces tritici,28.0,0.0,2054410
Lactobacillus apodemi,37.0,0.0,307126
Amycolatopsis samaneae,28.0,0.0,664691
Cohnella ginsengisoli,30.0,0.0,425004
Alpinimonas psychrophila,15.0,0.0,748908
Sphaerotilus natans,25.0,0.0,34103
Streptomyces griseoplanus,28.0,0.0,66896
Chryseobacterium palustre,29.0,0.0,493376
Pseudonocardia sichuanensis,28.0,0.0,860246
Listeria fleischmannii subsp. fleischmannii,37.0,0.0,1671902
Geodermatophilus daqingensis,28.0,0.0,2026353
Chlamydia trachomatis,37.0,0.0,813
Helicobacter baculiformis,37.0,0.0,427351
Clostridium tepidiprofundi,50.0,0.0,420412
Rhodococcus zopfii,29.0,0.0,43772
Streptomyces hainanensis,28.0,0.0,402648
Thiomicrospira arctica,15.0,0.0,
Cohnella plantaginis,30.0,0.0,1133857
Eupenicillium abidjanum,24.0,0.0,
Thaumasiovibrio occultus,28.0,0.0,1891184
Roseomonas cervicalis,37.0,0.0,204525
Chryseobacterium oleae,28.0,0.0,491207
Methylorubrum salsuginis,22.0,0.0,414703
Shewanella hanedai,17.0,0.0303030303030303,25
Saccharibacillus qingshengii,28.0,0.0,1763540
Thermoanaerobacter mathranii,70.0,0.0,583357
Psychrobacter phenylpyruvicus,29.33333333333333,0.8333333333333334,29432
Streptomyces ardus,29.0,0.0,67273
Hanseniaspora guilliermondii,24.5,0.5,56406
Leucobacter alluvii,29.0,0.0,340321
Thermosipho melanesiensis,70.0,0.0,46541
Salinihabitans flavidus,30.0,0.0,569882
Pseudarthrobacter phenanthrenivorans,28.0,0.0,361575
Tetrasphaera jenkinsii,25.0,0.0,330834
Kuckuckia sp. ,10.0,0.0,
Clostridium amygdalinum,45.0,0.0,
Yoonia tamlensis,30.0,0.0,390270
Corynebacterium belfantii,37.0,0.0,2014537
Branchiibius hedensis,28.0,0.0,672460
Halanaerobium acetethylicum,33.75,1.25,42421
Nitella japonica,22.0,0.0,268258
Dehalococcoides mccartyi,25.0,0.0,61435
Alteromonas nigrifaciens,25.5,0.5,
Demequina oxidasica,28.0,0.0,676199
Pararhizobium antarcticum,20.0,0.0,1798805
Streptomyces globisporus,29.0,0.0,1908
Elachista stellaris,10.0,0.0,133508
Caulobacter sp.,29.0,1.0,78
Solimonas soli,28.0,0.0,413479
Hafniomonas montana,20.0,0.0,220545
Aminobacter ciceronei,26.5,0.0,150723
Pseudoxanthomonas sp.,30.0,3.6,1871049
Tetradesmus acuminatus,20.0,0.0,91191
Rubritalea marina,30.0,0.0,361055
Acidianus hospitalis W1,80.0,0.0,933801
Chloromonas actinochloris,20.0,0.0,158501
Mycobacterium gilvum,37.0,1.59090909090909,
Streptomyces violaceochromogenes,28.0,0.0,67377
Meridianimaribacter flavus,23.0,0.0,571115
Chaetomium thermophilum var. dissitum,45.0,0.0,1229723
Caldilinea aerophila,55.0,0.0,133453
Pseudomaricurvus alcaniphilus,28.0,0.0,1166482
Marixanthomonas ophiurae,24.0,0.0,387659
Aromatoleum bremense,28.0,0.0,76115
Streptomyces rubrisoli,28.0,0.0,1387313
Roseibium sediminis,28.0,0.0,1775174
Williopsis californica,25.0,1.0,
Glutamicibacter halophytocola,20.0,0.0,1933880
Oceaniserpentilla haliotis,20.0,0.0,450804
Shigella boydii 8,30.0,0.0,
Streptococcus suis 7,37.0,0.0,
Kitasatospora misakiensis,28.0,0.0,67330
Thermus arciformis,58.0,0.0,482827
Desulfovibrio alcoholivorans,36.0,1.0,81406
Clostridium thiosulfatireducens,37.0,0.0,150336
Alishewanella agri,28.0,0.0,553384
Ramichloridium anceps,26.0,0.0,
Maribacter orientalis,28.0,0.0,228957
Archaeoglobus profundus,85.0,0.0,84156
Dechloromonas hortensis,30.0,0.0,337779
Arcticiflavibacter luteus,20.0,0.0,1434066
Alkalibacillus salilacus,30.0,0.0,284582
Crocinitomix algicola,24.0,0.0,1740263
Salibacterium qingdaonense,30.0,0.0,266892
Pseudomonas thivervalensis,27.5,0.0,86265
Clostridium pasteurianum,37.0,2.208333333333335,1501
Chlamydia pecorum,37.0,0.0,85991
Methanohalobium sp.,37.0,0.0,
Desulfovibrio portus,30.0,0.0,
Bosea lathyri,28.0,0.0,1036778
Candida intermedia,25.0,0.0,
Flexibacter roseolus,27.5,0.0,
Ureaplasma urealyticum,37.0,0.0,2130
Myroides xuanwuensis,28.0,0.0,1324934
Bacillus galliciensis,22.0,0.0,531816
Flavobacterium keumense,20.0,0.0,1306518
Endozoicomonas ascidiicola,25.0,0.0,1698521
Paenibacillus qingshengii,30.0,0.0,1585241
Trueperella pyogenes,37.0,0.0,1661
Phaeobacter caeruleus,20.0,0.0,
Salmonella enterica enterica Senftenberg,30.0,0.0,
Streptococcus pneumoniae 31,37.0,0.0,
Asaccharospora irregularis,37.0,0.0,29359
Ideonella azotifigens,30.0,0.0,513160
Mycoplasmopsis agalactiae,37.0,0.0,
Megasphaera cerevisiae,30.0,0.0,39029
Ganoderma resinaceum,25.0,0.0,34465
Bacillus thuringiensis  sumiyoshiensis,0.0,0.0,
Anoxybacillus amylolyticus,60.0,0.0,294699
Listeria monocytogenes 1/2,30.0,0.0,
Methylorubrum rhodesianum,29.0,1.0,29427
Roseburia sp.,37.0,0.0,2049040
Florenciella parvula,15.0,0.0,236787
Closterium praelongum,20.0,0.0,
Desulfurobacterium thermolithotrophum,70.0,0.0,64160
Halomonas kribbensis,33.0,0.0,356659
Oceanospirillum beijerinckii,26.25,1.25,64976
Rhodococcus artemisiae,28.0,0.0,714159
Azoarcus taiwanensis,35.0,0.0,666964
Tenacibaculum adriaticum,28.0,0.0,413713
Clostridium sufflavum,30.0,0.0,
Alkalibacterium psychrotolerans,25.0,0.0,254784
Rhodococcus aetherivorans,29.0,0.3333333333333333,191292
Oceanotoga sp.,37.0,0.0,2108366
Planosporangium thailandense,28.0,0.0,765197
Cryptococcus flavus,20.0,0.0,
Streptomyces phemorphus,28.0,0.0,
Diaphorobacter polyhydroxybutyrativorans,28.0,0.0,1546149
Acremonium curvulum,24.0,0.0,
Streptomyces vietnamensis,28.0,0.0,362257
Halobacillus aidingensis,33.5,0.0,240303
Escherichia coli O112: H8,30.0,0.0,
Methanobacterium formicicum,37.0,0.3636363637272725,2162
Candida nitratophila,25.0,0.0,
Serratia marcescens marcescens O20,30.0,0.0,
Pseudomonas guineae,25.0,0.0,425504
Erwinia oleae,28.0,0.0,796334
Pithomyces chartarum,24.0,0.0,1547544
Enterovibrio calviensis,29.0,0.0,91359
Schaalia meyeri,37.0,0.0,52773
Kitasatospora cochleata,28.0,0.0,
Thiomicrospira sp.,30.0,0.7142857141428571,935
Microlunatus soli,27.0,0.0,630515
Leuconostoc fructosus,30.0,0.0,
Pseudomonas chlororaphis aurantiaca,25.0,0.0,
Thermasporomyces composti,50.0,0.0,696763
Thermodesulfatator atlanticus,70.0,0.0,501497
Chromohalobacter salexigens,33.5,1.1666666666666667,158080
Phytophthora syringae,20.0,0.0,67594
Dekkera anomala,25.0,0.0,
Thermococcus coalescens,90.0,0.0,227597
Streptomyces curacoi,29.0,0.0,146536
Sediminibacterium salmoneum,28.0,0.0,426421
Blautia schinkii,37.0,0.0,180164
Desulfovibrio termitidis,31.5,3.5,42252
Virgibacillus dakarensis,37.0,0.0,1917889
Apibacter mensalis,37.0,0.0,1586267
Lactobacillus gastricus,37.0,0.0,227942
Streptomyces avellaneus,28.0,0.0,68178
Leptospira interrogans Haemolytica,29.0,0.0,
Vibrio proteolyticus,27.5,0.0,671
Chryseobacterium profundimaris,29.5,0.5,1387275
Herbihabitans rhizosphaerae,30.0,0.0,1872711
Komagataeibacter intermedius,30.0,0.0,66229
Pedococcus bigeumensis,28.0,0.0,
Paenibacillus tylopili,30.0,0.0,421768
Bacteroides sartorii,37.0,0.0,671267
Mumia flava,28.0,0.0,1348852
Polaribacter tangerinus,24.0,0.0,1920034
Thiomicrospira thermophila,30.0,0.0,
Rhodotorula pustula,25.0,0.0,
Nisaea denitrificans,30.0,0.0,390877
Corynebacterium freiburgense,37.0,0.0,556548
Nonlabens spongiae,28.0,0.0,331648
Aquimarina macrocephali,19.0,0.0,666563
Pseudidiomarina salinarum,37.0,0.0,
Fusarium proliferatum,25.0,1.571428571,948311
Gluconacetobacter diazotrophicus,29.0,0.0,33996
Clostridium chauvoei,37.0,0.0,46867
Carboxydothermus pertinax,65.0,0.0,870242
Halomonas campaniensis,33.5,0.0,213554
Prevotella brevis,37.0,0.0,83231
Periconia macrospinosa,26.0,0.0,97972
Marinobacter bryozoorum,28.0,0.0,256324
Sphingopyxis granuli,28.0,0.0,267128
Clostridium disporicum,37.0,0.0,84024
Streptomyces cinereospinus,28.0,0.0,285561
Pseudomonas veronii inensis,30.0,0.0,
Sporotomaculum hydroxybenzoicum,30.0,0.0,68035
Legionella pneumophila subsp. pascullei,37.0,0.0,91890
Kluyveromyces lactis,25.0,0.833333333,28985
Streptococcus pneumoniae 2,37.0,0.0,
Ustilago maydis,28.0,2.285714286,5270
Caldicellulosiruptor sp.,65.0,0.0,1981791
Legionella norrlandica,37.0,0.0,1498499
Thalassomonas actiniarum,27.5,0.0,485447
Streptomyces hyaluromycini,28.0,0.0,1377993
Prauserella sediminis,34.5,0.0,577680
Thermosynechococcus vulcanus,50.0,0.0,32053
Pseudomonas orientalis,30.0,0.0,76758
Pseudomonas aeruginosa 2,30.0,0.0,
Paenibacillus residui,30.0,0.0,629724
Microbulbifer agarilyticus,30.0,0.0,260552
Sphingobium chlorophenolicum,30.0,0.0,46429
Advenella kashmirensis,28.0,0.0,310575
Oceanithermus desulfurans,60.0,0.0,227924
Sporomusa ovata,34.5,1.5000000001666651,2378
Saccharomyces bayanus,25.0,0.0,4931
Castellaniella fermenti,28.0,0.0,2052944
Halorubrum alkaliphilum,37.0,0.0,261290
Arenimonas subflava,28.0,0.0,1122256
Phaeochromatium fluminis,28.0,0.0,560361
Planomicrobium stackebrandtii,25.0,0.0,253160
Streptomyces salilacus,38.0,0.0,1813820
Methanosarcina subterranea,30.0,0.0,418010
Neocosmospora vasinfecta,24.0,0.0,
Desulfonatronobacter acidivorans,30.0,0.0,708071
Laceyella putida,52.5,2.5,110101
Thermoanaerobacter uzonensis,60.0,0.0,447593
Dyella thiooxydans,28.0,0.0,445710
Emericella variecolor,27.0,0.0,
Lindnera sargentensis,25.0,0.0,
Chryseobacterium gleum,30.0,0.0,250
Hymenobacter nivis,12.0,0.0,1850093
Tetraselmis striata,20.0,0.0,3165
Asaia platycodi,28.0,0.0,610243
Geobacter sulfurreducens subsp. ethanolicus,30.0,0.0,1260928
Streptomyces shaanxiensis,28.0,0.0,653357
Halocella cellulosilytica,37.0,0.0,46467
Helicobacter anseris,37.0,0.0,375926
Paenalcaligenes hominis,32.5,1.5,643674
Blastophysa rhizopus,10.0,1.6666666666666698,619706
Goniomonas truncata,15.0,0.0,31325
Adhaeribacter aquaticus,30.0,0.0,299567
Saccharopolyspora taberi,28.0,0.0,60895
Serratia marcescens marcescens,30.0,0.0,
Deinococcus aerius,29.0,0.0,200253
Halobacillus opalescens,25.0,0.0,
Streptomyces gilvifuscus,28.0,0.0,1550617
Pseudendoclonium sp. ,20.0,0.0,
Rhizocola hellebori,28.0,0.0,1392758
Citrobacter amalonaticus,30.0,0.8555555555555566,35703
Bacillus thuringiensis  darmstadiensis,0.0,0.0,
Bacillus tianmuensis,30.0,0.0,582418
Allobacillus halotolerans,32.0,0.0,570278
Lactobacillus salitolerans,30.0,0.0,1808352
Lactobacillus taiwanensis,37.0,0.0,508451
Spirochaeta litoralis,30.0,0.0,
Paenibacillus azoreducens,30.0,0.0,116718
Thiolamprovum pedioforme,25.0,0.0,82560
Bacillus foraminis,34.166666666666664,0.5,279826
Micromonospora equina,28.0,0.0,1043168
Rectinema cohabitans,37.0,0.0,1652145
Anaerofilum pentosovorans,37.0,0.0,52787
Bacillus indicus,30.0,0.0,246786
Flavobacterium tructae,30.0,0.0,1114873
Leucobacter denitrificans,28.0,0.0,683042
Listeria ivanovii ivanovii,37.0,2.333333333,
Acidithiobacillus albertensis,30.0,0.0,119978
Desulfosporomusa polytropa,28.0,0.0,78126
Rhizomicrobium electricum,30.0,0.0,480070
Corynebacterium efficiens,37.0,0.0,152794
Halogranum rubrum,35.0,0.0,553466
Kibdelosporangium philippinense,28.0,0.0,211113
Dyadobacter fermentans,29.0,0.0,94254
Lactobacillus namurensis,30.0,0.0,380393
Fusarium inflexum,25.0,0.0,42671
Photorhabdus cinerea,28.0,0.0,471575
Streptomyces flavotricini,28.0,0.0,66888
Bacillus hemicentroti,28.0,0.0,582442
Glaciecola punicea,10.0,0.0,56804
Mycobacterium setense,37.0,0.0,
Haloferula sargassicola,20.0,0.0,490096
Acinetobacter pittii-like,30.0,0.0,
Mycoavidus cysteinexigens,20.0,0.0,1553431
Bacillus cereus-like,40.0,0.0,
Pseudomonas aeruginosa 14,30.0,0.0,
Ensifer adhaerens,29.33333333333333,0.0,106592
Caulobacter vibrioides,30.0,0.43333333333333335,155892
Chryseobacterium geocarposphaerae,28.66666666666667,0.22222222222222232,1416776
Exobasidium symploci-japonicae,20.0,0.0,190096
Blautia wexlerae,37.0,0.0,418240
Mycobacterium avium paratuberculosis,37.0,0.0,
Paenibacillus xylanexedens,30.0,0.0,528191
Rhodococcus imtechensis,29.0,0.0,262776
Shewanella xiamenensis,28.0,0.0,332186
Fellomyces borneensis,20.0,0.0,104676
Treponema rectale,36.0,0.0,744512
Staphylococcus arlettae,37.0,1.42857142857143,29378
Vulgatibacter incomptus,28.0,0.0,1391653
Permianibacter aggregans,28.0,0.0,1510150
Shewanella amazonensis,25.0,0.0,60478
Myroides guanonis,28.0,0.0,1150112
Methanocaldococcus vulcanius M7,80.0,0.0,579137
Reichenbachiella faecimaris,28.0,0.0,692418
Desulfuromusa kysingii,30.0,0.0,37625
Paenibacillus jilunlii,30.0,0.0,682956
Methanococcus vannielii,35.0,0.0,2187
Cupriavidus campinensis,33.666666666666664,0.25,151783
Rhizomucor pusillus,35.0,0.0,4840
Azonexus hydrophilus,28.0,0.0,418702
Dactylosporangium cerinum,28.0,0.0,1434730
Paracercomonas producta,20.0,0.0,686743
Selenomonas lacticifex,28.0,0.0,86957
Staphylococcus kloosii,37.0,1.5,29384
Antrodia variiformis,25.0,0.0,239204
Kallotenue papyrolyticum,55.0,0.0,1325125
Acetobacterium woodii,30.0,0.0,33952
Aeromonas hydrophila,30.0,2.25,644
Morchella crassipes,25.0,0.666666667,62754
Actibacterium pelagium,22.0,0.0,2029103
Erysipelothrix rhusiopathiae,37.0,0.0,1648
Streptomyces cyaneofuscatus,28.0,0.025974025974026,66883
Microterricola gilva,28.0,0.0,393267
Pseudahrensia todarodis,19.0,0.0,1532856
Bullera dendrophila,20.0,0.0,
Ferriphaselus amnicola,25.0,0.0,1188319
Serratia marcescens marcescens O16,30.0,0.0,
Lactobacillus lindneri,26.5,0.0,53444
Achromobacter denitrificans,30.0,0.5,32002
Serratia marcescens O9,30.0,0.0,
Ceratocystis coerulescens,21.0,1.0,
Kineosporia babensis,28.0,0.0,499548
Spiribacter sp.,37.0,0.0,1930901
Paraburkholderia oxyphila,29.0,0.0,614212
Peptoniphilus coxii,37.0,0.0,755172
Legionella moravica,37.0,0.0,39962
Lysobacter olei,30.0,0.0,1926870
Mesorhizobium tianshanense,30.0,0.0,39844
Algoriphagus trabzonensis,28.0,0.0,993690
Microbacterium kribbense,28.0,0.0,433645
Caldanaerobacter subterraneus pacificus,70.0,0.0,
Clostridium sordellii,37.0,0.0,
Mesorhizobium caraganae,34.0,0.0,483206
Arthrobacter viscosus,30.0,0.0,
Roseomonas genomospecies 6,37.0,0.0,214106
Hyphomicrobium denitrificans,29.0,0.0,53399
Streptomyces flavofungini,28.0,0.0,68200
Halomonas saccharevitans,29.0,0.0,416872
Streptococcus pneumoniae 32A,37.0,0.0,
Monacrosporium eudermatum,24.0,0.0,
Streptomyces capitiformicae,28.0,0.0,2014920
Sandona disimilis,15.0,0.0,
Micromonospora sediminimaris,28.0,0.0,
Shigella dysenteriae 10,30.0,0.0,
Aromatoleum tolulyticum,30.0,0.0,34027
Kordia algicida,17.0,0.0,221066
Gluconobacter oxydans oxydans,30.0,0.0,
Colwellia echini,15.0,0.0,1982103
Pantoea rodasii,28.0,0.0,1076549
Halomonas halmophila,25.0,0.0,252
Mycobacterium florentinum,33.5,0.0,292462
Streptomyces olivaceoviridis,28.0,0.0,1921
Lactobacillus coleohominis,37.0,0.0,181675
Vibrio fluvialis,28.33333333333333,1.2222222223333332,676
Anaerobaculum hydrogeniformans,55.0,0.0,
Paracoccus sphaerophysae,32.0,0.0,690417
Nocardioides alpinus,20.0,0.0,748909
Bergeriella denitrificans,37.0,0.0,494
Porphyrobacter meromictus,28.0,0.0,
Candidimonas humi,28.0,0.0,683355
Legionella pneumophila pneumophila 12,37.0,0.0,
Ramaria formosa,22.0,0.0,104235
Ascosphaera apis,26.0,0.0,5105
Bacillus tequilensis,34.0,0.0,227866
Ancylomarina subtilis,20.0,0.0,1639035
Aeromonas salmonicida subsp. achromogenes,25.0,0.0,113288
Vibrio xuii,26.5,0.0,170661
Dialister invisus,36.0,0.0,218538
Paraburkholderia silvatlantica,30.0,0.0,321895
Crenotalea thermophila,55.0,0.0,1393122
Pseudaeromonas sharmana,30.0,0.0,328412
Monoraphidium sp.   ,20.0,0.0,
Tessaracoccus sp.,37.0,0.0,1971211
Leptospira interrogans Smithi,29.0,0.0,
Ahrensia kielensis,25.5,0.0,76980
Gynumella flava,28.0,0.0,
Caulobacter mirabilis,32.5,4.5,69666
Halorubrum trapanicum,37.0,0.0,29284
Facklamia ignava,37.0,0.8333333333333349,137730
Halanaeroarchaeum sulfurireducens,39.0,0.0,1604004
Methanobacterium aggregans,40.0,0.0,1615586
Niveitalea solisilvae,28.0,0.0,1852018
Hydrobacter penzbergensis,30.0,0.0,1235997
Acidipropionibacterium microaerophilum,30.0,0.0,118367
Pseudonocardia benzenivorans,28.5,0.5,228005
Mesorhizobium gobiense,31.0,0.0,410756
Allosalinactinospora lopnorensis,37.0,0.0,1352348
Dysgonomonas sp.,37.0,0.0,1891233
Moraxella lacunata,30.0,1.20048309189855,477
Persephonella guaymasensis,70.0,0.0,182900
Scytalidium lignicola,24.0,0.0,5539
Sphingomonas yantingensis,28.0,0.0,1241761
Sporobolomyces tsugae,20.0,0.0,
Colwellia asteriadis,19.5,0.0,517723
Planococcus antarcticus,25.0,0.0,161360
Chlorobium limicola,25.0,0.0,1092
Rhodopirellula rosea,28.0,0.0,1031540
Discula pinicola,22.0,0.0,
Cryptomonas sp. ,15.0,1.11111111111111,
Clostridium caenicola,55.0,0.0,
Pseudofulvimonas gallinarii,37.0,0.0,634155
Modestobacter marinus,28.0,0.0,477641
Pectobacterium carotovorum,27.5,0.84375,554
Streptacidiphilus torunensis,28.0,0.0,1813013
Streptomyces cirratus,28.0,0.0,68187
Trichotomospora caesia,28.0,0.0,65519
Shewanella loihica,20.33333333333333,0.0,359303
Yoonia vestfoldensis,20.0,0.0,245188
